Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
3.2,2.4,1100.0,0
0.0625,7.6,900.0,1
5.2,7.6,1500.0,0
7.6,0.0625,1000.0,0
0.0625,0.0625,900.0,0
7.6,4.4,1500.0,0
0.125,4.0,900.0,0
3.2,5.6,1200.0,0
6.0,2.4,1200.0,0
4.8,0.0625,1100.0,1
2.4,0.125,1000.0,1
2.4,7.6,1100.0,0
1.0,2.0,1000.0,0
1.2,6.0,1000.0,1
4.4,4.0,1200.0,0
6.4,6.0,1500.0,1
