Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.1,2.2,275.0,1
0.1,8.1,2050.0,0
2.3,0.1,2050.0,0
8.1,6.0,2050.0,0
0.1,7.5,50.0,0
0.1,0.1,525.0,0
8.1,8.1,550.0,1
8.1,0.1,1625.0,0
2.4,4.6,1125.0,1
4.4,8.1,1650.0,0
4.5,6.3,50.0,1
3.9,0.1,1050.0,0
0.1,3.8,2025.0,0
8.1,4.2,1075.0,1
4.4,3.8,2050.0,0
1.4,3.6,75.0,0
0.4,8.1,1050.0,1
3.2,0.1,50.0,0
0.2,1.3,1375.0,0
8.1,5.1,50.0,1
5.4,6.4,925.0,1
8.1,0.1,750.0,0
7.7,8.1,1400.0,0
7.5,2.8,2050.0,0
5.2,3.0,1275.0,0
3.0,8.1,600.0,1
5.5,0.4,2050.0,0
0.1,5.4,625.0,0
2.2,6.0,1825.0,0
3.3,2.5,600.0,1
5.9,5.5,1600.0,0
2.7,2.4,1600.0,0
