Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.6,1.8,1
1.6,8.1,0
2.0,2.5,1
4.7,1.1,1
1.3,5.3,1
3.2,1.5,1
2.1,4.0,1
6.2,1.2,1
