Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.6,0.4,0
1.9,8.0,0
8.1,1.0,0
0.9,4.2,0
4.8,0.8,0
0.4,2.1,0
1.4,6.1,1
6.4,1.0,0
