Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.6,7.3,250.0,0
8.1,0.4,1250.0,0
0.1,2.2,2050.0,1
7.0,8.1,1375.0,0
2.4,0.4,150.0,0
7.4,3.3,50.0,1
0.1,8.0,1625.0,1
4.1,3.8,1300.0,1
0.1,3.3,800.0,0
8.0,4.3,1275.0,0
6.0,0.2,450.0,0
0.2,0.1,1275.0,0
4.1,8.1,50.0,1
3.5,7.4,1375.0,0
1.8,4.0,50.0,0
3.5,0.5,1025.0,1
0.7,4.8,1525.0,1
4.5,2.7,50.0,1
0.1,6.3,925.0,0
0.1,0.6,575.0,0
5.8,1.7,1225.0,0
2.1,2.5,1125.0,1
8.1,1.0,200.0,1
6.1,5.8,1350.0,1
2.6,6.3,75.0,1
0.3,5.1,425.0,1
0.7,2.0,125.0,0
0.1,2.7,1375.0,1
1.4,6.7,1350.0,1
7.8,0.4,725.0,1
8.1,6.4,1250.0,0
3.9,0.3,500.0,0
