Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
4.0,2.3,-1,3333071G95RP
0.3,8.1,-1,330102ORDKBY
8.1,3.4,-1,001203X7MM6F
0.2,3.9,-1,303020SG80NB
1.1,0.9,-1,217722970P4E
5.9,3.3,-1,12713085634M
0.5,6.0,-1,032010TPRBTY
2.7,1.3,-1,337270O4B1AY
