Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,1.3,350.0,1
6.9,3.7,1250.0,0
0.5,7.3,1450.0,0
1.7,7.3,150.0,0
1.7,3.7,1050.0,0
2.5,0.5,950.0,1
0.5,4.5,1650.0,1
0.1,6.9,650.0,0
1.7,2.9,50.0,0
2.9,6.5,1350.0,0
0.5,1.7,1150.0,1
0.5,5.7,250.0,0
0.1,5.3,950.0,1
0.1,3.3,950.0,1
0.9,0.5,850.0,0
6.9,2.1,1250.0,0
2.1,4.9,1250.0,0
0.1,2.1,650.0,0
0.5,5.7,1550.0,1
1.7,2.1,1150.0,1
0.1,6.5,950.0,1
0.9,4.1,1450.0,1
1.3,4.5,1150.0,0
0.5,2.9,1150.0,0
1.7,5.7,1350.0,0
6.5,2.9,1250.0,0
0.5,2.5,950.0,1
0.9,3.7,950.0,1
0.5,0.9,1150.0,1
0.5,6.5,1450.0,0
1.3,2.5,1050.0,1
0.9,4.9,1550.0,1
