Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.3,0.4,0
2.3,8.1,1
8.1,1.2,1
1.0,4.0,1
5.8,0.3,0
1.2,1.6,1
1.5,6.1,1
4.6,0.7,1
