Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.9,7.8,1
8.0,1.1,0
0.6,0.5,0
0.9,4.2,0
4.3,0.9,0
0.3,2.4,0
1.4,6.0,1
2.4,0.9,1
