,Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
3051,0.125,2.4,100.0,-1
3052,0.125,2.4,300.0,-1
3053,0.125,2.4,500.0,-1
3054,0.125,2.4,600.0,-1
3055,0.125,2.4,800.0,-1
3056,0.125,2.4,900.0,-1
3057,0.125,2.4,1000.0,-1
3058,0.125,2.4,1100.0,-1
3059,0.125,2.4,1200.0,-1
3060,0.125,2.4,1500.0,-1
3061,0.125,2.4,2000.0,-1
3062,0.25,2.4,100.0,-1
3063,0.25,2.4,300.0,-1
3064,0.25,2.4,500.0,-1
3065,0.25,2.4,600.0,-1
3066,0.25,2.4,800.0,-1
3067,0.25,2.4,900.0,-1
3068,0.25,2.4,1000.0,-1
3069,0.25,2.4,1100.0,-1
3070,0.25,2.4,1200.0,-1
3071,0.25,2.4,1500.0,-1
3072,0.25,2.4,2000.0,-1
3073,0.3,2.4,100.0,-1
3074,0.3,2.4,300.0,-1
3075,0.3,2.4,500.0,-1
3076,0.3,2.4,600.0,-1
3077,0.3,2.4,800.0,-1
3078,0.3,2.4,900.0,-1
3079,0.3,2.4,1000.0,-1
3080,0.3,2.4,1100.0,-1
3081,0.3,2.4,1200.0,-1
3082,0.3,2.4,1500.0,-1
3083,0.3,2.4,2000.0,-1
3084,0.5,2.4,100.0,-1
3085,0.5,2.4,300.0,-1
3086,0.5,2.4,500.0,-1
3087,0.5,2.4,600.0,-1
3088,0.5,2.4,800.0,-1
3089,0.5,2.4,900.0,-1
3090,0.5,2.4,1000.0,-1
3091,0.5,2.4,1100.0,-1
3092,0.5,2.4,1200.0,-1
3093,0.5,2.4,1500.0,-1
3094,0.5,2.4,2000.0,-1
3095,0.6,2.4,100.0,-1
3096,0.6,2.4,300.0,-1
3097,0.6,2.4,500.0,-1
3098,0.6,2.4,600.0,-1
3099,0.6,2.4,800.0,-1
3100,0.6,2.4,900.0,-1
3101,0.6,2.4,1000.0,-1
3102,0.6,2.4,1100.0,-1
3103,0.6,2.4,1200.0,-1
3104,0.6,2.4,1500.0,-1
3105,0.6,2.4,2000.0,-1
3106,0.8,2.4,100.0,-1
3107,0.8,2.4,300.0,-1
3108,0.8,2.4,500.0,-1
3109,0.8,2.4,600.0,-1
3110,0.8,2.4,800.0,-1
3111,0.8,2.4,900.0,-1
3112,0.8,2.4,1000.0,-1
3113,0.8,2.4,1100.0,-1
3114,0.8,2.4,1200.0,-1
3115,0.8,2.4,1500.0,-1
3116,0.8,2.4,2000.0,-1
3117,1.0,2.4,100.0,-1
3118,1.0,2.4,300.0,-1
3119,1.0,2.4,500.0,-1
3120,1.0,2.4,600.0,-1
3121,1.0,2.4,800.0,-1
3122,1.0,2.4,900.0,-1
3123,1.0,2.4,1000.0,-1
3124,1.0,2.4,1100.0,-1
3125,1.0,2.4,1200.0,-1
3126,1.0,2.4,1500.0,-1
3127,1.0,2.4,2000.0,-1
3128,1.2,2.4,100.0,-1
3129,1.2,2.4,300.0,-1
3130,1.2,2.4,500.0,-1
3131,1.2,2.4,600.0,-1
3132,1.2,2.4,800.0,-1
3133,1.2,2.4,900.0,-1
3134,1.2,2.4,1000.0,-1
3135,1.2,2.4,1100.0,-1
3136,1.2,2.4,1200.0,-1
3137,1.2,2.4,1500.0,-1
3138,1.2,2.4,2000.0,-1
3139,1.6,2.4,100.0,-1
3140,1.6,2.4,300.0,-1
3141,1.6,2.4,500.0,-1
3142,1.6,2.4,600.0,-1
3143,1.6,2.4,800.0,-1
3144,1.6,2.4,900.0,-1
3145,1.6,2.4,1000.0,-1
3146,1.6,2.4,1100.0,-1
3147,1.6,2.4,1200.0,-1
3148,1.6,2.4,1500.0,-1
3149,1.6,2.4,2000.0,-1
3150,2.0,2.4,100.0,-1
3151,2.0,2.4,300.0,-1
3152,2.0,2.4,500.0,-1
3153,2.0,2.4,600.0,-1
3154,2.0,2.4,800.0,-1
3155,2.0,2.4,900.0,-1
3156,2.0,2.4,1000.0,1
3157,2.0,2.4,1100.0,-1
3158,2.0,2.4,1200.0,-1
3159,2.0,2.4,1500.0,-1
3160,2.0,2.4,2000.0,-1
3161,2.4,2.4,100.0,-1
3162,2.4,2.4,300.0,-1
3163,2.4,2.4,500.0,-1
3164,2.4,2.4,600.0,-1
3165,2.4,2.4,800.0,-1
3166,2.4,2.4,900.0,-1
3167,2.4,2.4,1000.0,-1
3168,2.4,2.4,1100.0,1
3169,2.4,2.4,1200.0,-1
3170,2.4,2.4,1500.0,-1
3171,2.4,2.4,2000.0,-1
3172,2.8,2.4,100.0,-1
3173,2.8,2.4,300.0,-1
3174,2.8,2.4,500.0,-1
3175,2.8,2.4,600.0,-1
3176,2.8,2.4,800.0,-1
3177,2.8,2.4,900.0,-1
3178,2.8,2.4,1000.0,-1
3179,2.8,2.4,1100.0,-1
3180,2.8,2.4,1200.0,-1
3181,2.8,2.4,1500.0,-1
3182,2.8,2.4,2000.0,-1
3183,3.2,2.4,100.0,-1
3184,3.2,2.4,300.0,-1
3185,3.2,2.4,500.0,-1
3186,3.2,2.4,600.0,-1
3187,3.2,2.4,800.0,-1
3188,3.2,2.4,900.0,-1
3189,3.2,2.4,1000.0,-1
3190,3.2,2.4,1100.0,0
3191,3.2,2.4,1200.0,-1
3192,3.2,2.4,1500.0,-1
3193,3.2,2.4,2000.0,-1
3194,3.6,2.4,100.0,-1
3195,3.6,2.4,300.0,-1
3196,3.6,2.4,500.0,-1
3197,3.6,2.4,600.0,-1
3198,3.6,2.4,800.0,-1
3199,3.6,2.4,900.0,-1
3200,3.6,2.4,1000.0,-1
3201,3.6,2.4,1100.0,-1
3202,3.6,2.4,1200.0,-1
3203,3.6,2.4,1500.0,-1
3204,3.6,2.4,2000.0,-1
3205,4.0,2.4,100.0,-1
3206,4.0,2.4,300.0,-1
3207,4.0,2.4,500.0,-1
3208,4.0,2.4,600.0,-1
3209,4.0,2.4,800.0,-1
3210,4.0,2.4,900.0,-1
3211,4.0,2.4,1000.0,-1
3212,4.0,2.4,1100.0,-1
3213,4.0,2.4,1200.0,-1
3214,4.0,2.4,1500.0,-1
3215,4.0,2.4,2000.0,-1
3216,4.4,2.4,100.0,-1
3217,4.4,2.4,300.0,-1
3218,4.4,2.4,500.0,-1
3219,4.4,2.4,600.0,-1
3220,4.4,2.4,800.0,-1
3221,4.4,2.4,900.0,-1
3222,4.4,2.4,1000.0,-1
3223,4.4,2.4,1100.0,-1
3224,4.4,2.4,1200.0,-1
3225,4.4,2.4,1500.0,-1
3226,4.4,2.4,2000.0,-1
3227,4.8,2.4,100.0,-1
3228,4.8,2.4,300.0,-1
3229,4.8,2.4,500.0,-1
3230,4.8,2.4,600.0,-1
3231,4.8,2.4,800.0,-1
3232,4.8,2.4,900.0,-1
3233,4.8,2.4,1000.0,-1
3234,4.8,2.4,1100.0,-1
3235,4.8,2.4,1200.0,-1
3236,4.8,2.4,1500.0,-1
3237,4.8,2.4,2000.0,-1
3238,5.2,2.4,100.0,-1
3239,5.2,2.4,300.0,-1
3240,5.2,2.4,500.0,-1
3241,5.2,2.4,600.0,-1
3242,5.2,2.4,800.0,-1
3243,5.2,2.4,900.0,-1
3244,5.2,2.4,1000.0,-1
3245,5.2,2.4,1100.0,-1
3246,5.2,2.4,1200.0,-1
3247,5.2,2.4,1500.0,-1
3248,5.2,2.4,2000.0,-1
3249,5.6,2.4,300.0,-1
3250,5.6,2.4,500.0,-1
3251,5.6,2.4,600.0,-1
3252,5.6,2.4,800.0,-1
3253,5.6,2.4,900.0,-1
3254,5.6,2.4,1000.0,-1
3255,5.6,2.4,1100.0,-1
3256,5.6,2.4,1200.0,-1
3257,5.6,2.4,1500.0,-1
3258,5.6,2.4,2000.0,-1
3259,6.0,2.4,100.0,-1
3260,6.0,2.4,300.0,-1
3261,6.0,2.4,500.0,-1
3262,6.0,2.4,600.0,-1
3263,6.0,2.4,800.0,-1
3264,6.0,2.4,900.0,-1
3265,6.0,2.4,1000.0,-1
3266,6.0,2.4,1100.0,-1
3267,6.0,2.4,1200.0,0
3268,6.0,2.4,1500.0,-1
3269,6.0,2.4,2000.0,-1
3270,6.4,2.4,100.0,-1
3271,6.4,2.4,300.0,-1
3272,6.4,2.4,500.0,-1
3273,6.4,2.4,600.0,-1
3274,6.4,2.4,800.0,-1
3275,6.4,2.4,900.0,-1
3276,6.4,2.4,1000.0,-1
3277,6.4,2.4,1100.0,-1
3278,6.4,2.4,1200.0,-1
3279,6.4,2.4,1500.0,-1
3280,6.4,2.4,2000.0,-1
3281,6.8,2.4,100.0,-1
3282,6.8,2.4,300.0,-1
3283,6.8,2.4,500.0,-1
3284,6.8,2.4,600.0,-1
3285,6.8,2.4,800.0,-1
3286,6.8,2.4,900.0,-1
3287,6.8,2.4,1000.0,-1
3288,6.8,2.4,1100.0,-1
3289,6.8,2.4,1200.0,-1
3290,6.8,2.4,1500.0,-1
3291,6.8,2.4,2000.0,-1
3292,7.2,2.4,100.0,-1
3293,7.2,2.4,300.0,-1
3294,7.2,2.4,500.0,-1
3295,7.2,2.4,600.0,-1
3296,7.2,2.4,800.0,-1
3297,7.2,2.4,900.0,-1
3298,7.2,2.4,1000.0,-1
3299,7.2,2.4,1100.0,-1
3300,7.2,2.4,1200.0,-1
3301,7.2,2.4,1500.0,-1
3302,7.2,2.4,2000.0,-1
3303,7.6,2.4,100.0,-1
3304,7.6,2.4,300.0,-1
3305,7.6,2.4,500.0,-1
3306,7.6,2.4,600.0,-1
3307,7.6,2.4,800.0,-1
3308,7.6,2.4,900.0,-1
3309,7.6,2.4,1000.0,-1
3310,7.6,2.4,1100.0,-1
3311,7.6,2.4,1200.0,1
3312,7.6,2.4,1500.0,-1
3313,7.6,2.4,2000.0,-1
3314,0.0625,2.8,100.0,-1
3315,0.0625,2.8,300.0,-1
3316,0.0625,2.8,500.0,-1
3317,0.0625,2.8,600.0,-1
3318,0.0625,2.8,800.0,-1
3319,0.0625,2.8,900.0,-1
3320,0.0625,2.8,1000.0,-1
3321,0.0625,2.8,1100.0,-1
3322,0.0625,2.8,1200.0,-1
3323,0.0625,2.8,1500.0,-1
3324,0.0625,2.8,2000.0,-1
3325,0.125,2.8,100.0,-1
3326,0.125,2.8,300.0,-1
3327,0.125,2.8,500.0,-1
3328,0.125,2.8,600.0,-1
3329,0.125,2.8,800.0,-1
3330,0.125,2.8,900.0,-1
3331,0.125,2.8,1000.0,-1
3332,0.125,2.8,1100.0,-1
3333,0.125,2.8,1200.0,-1
3334,0.125,2.8,1500.0,-1
3335,0.125,2.8,2000.0,-1
3336,0.25,2.8,100.0,-1
3337,0.25,2.8,300.0,-1
3338,0.25,2.8,500.0,-1
3339,0.25,2.8,600.0,-1
3340,0.25,2.8,800.0,-1
3341,0.25,2.8,900.0,-1
3342,0.25,2.8,1000.0,-1
3343,0.25,2.8,1100.0,-1
3344,0.25,2.8,1200.0,-1
3345,0.25,2.8,1500.0,-1
3346,0.25,2.8,2000.0,-1
3347,0.3,2.8,100.0,-1
3348,0.3,2.8,300.0,-1
3349,0.3,2.8,500.0,-1
3350,0.3,2.8,600.0,-1
3351,0.3,2.8,800.0,-1
3352,0.3,2.8,900.0,-1
3353,0.3,2.8,1000.0,-1
3354,0.3,2.8,1100.0,-1
3355,0.3,2.8,1200.0,-1
3356,0.3,2.8,1500.0,-1
3357,0.3,2.8,2000.0,-1
3358,0.5,2.8,100.0,-1
3359,0.5,2.8,300.0,-1
3360,0.5,2.8,500.0,-1
3361,0.5,2.8,600.0,-1
3362,0.5,2.8,800.0,-1
3363,0.5,2.8,900.0,-1
3364,0.5,2.8,1000.0,-1
3365,0.5,2.8,1100.0,-1
3366,0.5,2.8,1200.0,-1
3367,0.5,2.8,1500.0,-1
3368,0.5,2.8,2000.0,-1
3369,0.6,2.8,100.0,-1
3370,0.6,2.8,300.0,-1
3371,0.6,2.8,500.0,-1
3372,0.6,2.8,600.0,-1
3373,0.6,2.8,800.0,-1
3374,0.6,2.8,900.0,-1
3375,0.6,2.8,1000.0,-1
3376,0.6,2.8,1100.0,-1
3377,0.6,2.8,1200.0,-1
3378,0.6,2.8,1500.0,-1
3379,0.6,2.8,2000.0,-1
3380,0.8,2.8,100.0,-1
3381,0.8,2.8,300.0,-1
3382,0.8,2.8,500.0,-1
3383,0.8,2.8,600.0,-1
3384,0.8,2.8,800.0,-1
3385,0.8,2.8,900.0,-1
3386,0.8,2.8,1000.0,-1
3387,0.8,2.8,1100.0,-1
3388,0.8,2.8,1200.0,-1
3389,0.8,2.8,1500.0,-1
3390,0.8,2.8,2000.0,-1
3391,1.0,2.8,100.0,-1
3392,1.0,2.8,300.0,-1
3393,1.0,2.8,500.0,-1
3394,1.0,2.8,600.0,-1
3395,1.0,2.8,800.0,-1
3396,1.0,2.8,900.0,-1
3397,1.0,2.8,1000.0,-1
3398,1.0,2.8,1100.0,-1
3399,1.0,2.8,1200.0,-1
3400,1.0,2.8,1500.0,-1
3401,1.0,2.8,2000.0,-1
3402,1.2,2.8,100.0,-1
3403,1.2,2.8,300.0,-1
3404,1.2,2.8,500.0,-1
3405,1.2,2.8,600.0,-1
3406,1.2,2.8,800.0,-1
3407,1.2,2.8,900.0,-1
3408,1.2,2.8,1000.0,-1
3409,1.2,2.8,1100.0,-1
3410,1.2,2.8,1200.0,-1
3411,1.2,2.8,1500.0,-1
3412,1.2,2.8,2000.0,-1
3413,1.6,2.8,100.0,-1
3414,1.6,2.8,300.0,-1
3415,1.6,2.8,500.0,-1
3416,1.6,2.8,600.0,-1
3417,1.6,2.8,800.0,-1
3418,1.6,2.8,900.0,-1
3419,1.6,2.8,1000.0,-1
3420,1.6,2.8,1100.0,-1
3421,1.6,2.8,1200.0,-1
3422,1.6,2.8,1500.0,-1
3423,1.6,2.8,2000.0,-1
3424,2.0,2.8,100.0,-1
3425,2.0,2.8,300.0,-1
3426,2.0,2.8,500.0,-1
3427,2.0,2.8,600.0,-1
3428,2.0,2.8,800.0,-1
3429,2.0,2.8,900.0,-1
3430,2.0,2.8,1000.0,-1
3431,2.0,2.8,1100.0,-1
3432,2.0,2.8,1200.0,-1
3433,2.0,2.8,1500.0,-1
3434,2.0,2.8,2000.0,-1
3435,2.4,2.8,100.0,-1
3436,2.4,2.8,300.0,-1
3437,2.4,2.8,500.0,-1
3438,2.4,2.8,600.0,-1
3439,2.4,2.8,800.0,-1
3440,2.4,2.8,900.0,-1
3441,2.4,2.8,1000.0,-1
3442,2.4,2.8,1100.0,-1
3443,2.4,2.8,1200.0,-1
3444,2.4,2.8,1500.0,-1
3445,2.4,2.8,2000.0,-1
3446,2.8,2.8,100.0,-1
3447,2.8,2.8,300.0,-1
3448,2.8,2.8,500.0,-1
3449,2.8,2.8,600.0,-1
3450,2.8,2.8,800.0,-1
3451,2.8,2.8,900.0,-1
3452,2.8,2.8,1000.0,-1
3453,2.8,2.8,1100.0,-1
3454,2.8,2.8,1200.0,-1
3455,2.8,2.8,1500.0,-1
3456,2.8,2.8,2000.0,-1
3457,3.2,2.8,100.0,-1
3458,3.2,2.8,300.0,-1
3459,3.2,2.8,500.0,-1
3460,3.2,2.8,600.0,-1
3461,3.2,2.8,800.0,-1
3462,3.2,2.8,900.0,-1
3463,3.2,2.8,1000.0,-1
3464,3.2,2.8,1100.0,-1
3465,3.2,2.8,1200.0,-1
3466,3.2,2.8,1500.0,-1
3467,3.2,2.8,2000.0,-1
3468,3.6,2.8,100.0,-1
3469,3.6,2.8,300.0,-1
3470,3.6,2.8,500.0,-1
3471,3.6,2.8,600.0,-1
3472,3.6,2.8,800.0,-1
3473,3.6,2.8,900.0,-1
3474,3.6,2.8,1000.0,-1
3475,3.6,2.8,1100.0,-1
3476,3.6,2.8,1200.0,-1
3477,3.6,2.8,1500.0,-1
3478,3.6,2.8,2000.0,-1
3479,4.0,2.8,100.0,-1
3480,4.0,2.8,300.0,-1
3481,4.0,2.8,500.0,-1
3482,4.0,2.8,600.0,-1
3483,4.0,2.8,800.0,-1
3484,4.0,2.8,900.0,-1
3485,4.0,2.8,1000.0,-1
3486,4.0,2.8,1100.0,-1
3487,4.0,2.8,1200.0,-1
3488,4.0,2.8,1500.0,-1
3489,4.0,2.8,2000.0,-1
3490,4.4,2.8,100.0,-1
3491,4.4,2.8,300.0,-1
3492,4.4,2.8,500.0,-1
3493,4.4,2.8,600.0,-1
3494,4.4,2.8,800.0,-1
3495,4.4,2.8,900.0,-1
3496,4.4,2.8,1000.0,-1
3497,4.4,2.8,1100.0,-1
3498,4.4,2.8,1200.0,-1
3499,4.4,2.8,1500.0,-1
3500,4.4,2.8,2000.0,-1
3501,4.8,2.8,100.0,-1
3502,4.8,2.8,300.0,-1
3503,4.8,2.8,500.0,-1
3504,4.8,2.8,600.0,-1
3505,4.8,2.8,800.0,-1
3506,4.8,2.8,900.0,-1
3507,4.8,2.8,1000.0,-1
3508,4.8,2.8,1100.0,-1
3509,4.8,2.8,1200.0,-1
3510,4.8,2.8,1500.0,-1
3511,4.8,2.8,2000.0,-1
3512,5.2,2.8,100.0,-1
3513,5.2,2.8,300.0,-1
3514,5.2,2.8,500.0,-1
3515,5.2,2.8,600.0,-1
3516,5.2,2.8,800.0,-1
3517,5.2,2.8,900.0,-1
3518,5.2,2.8,1000.0,-1
3519,5.2,2.8,1100.0,-1
3520,5.2,2.8,1200.0,-1
3521,5.2,2.8,1500.0,-1
3522,5.2,2.8,2000.0,-1
3523,5.6,2.8,100.0,-1
3524,5.6,2.8,300.0,-1
3525,5.6,2.8,500.0,-1
3526,5.6,2.8,600.0,-1
3527,5.6,2.8,800.0,-1
3528,5.6,2.8,900.0,-1
3529,5.6,2.8,1000.0,-1
3530,5.6,2.8,1100.0,-1
3531,5.6,2.8,1200.0,-1
3532,5.6,2.8,1500.0,-1
3533,5.6,2.8,2000.0,-1
3534,6.0,2.8,100.0,-1
3535,6.0,2.8,300.0,-1
3536,6.0,2.8,500.0,-1
3537,6.0,2.8,600.0,-1
3538,6.0,2.8,800.0,-1
3539,6.0,2.8,900.0,-1
3540,6.0,2.8,1000.0,-1
3541,6.0,2.8,1100.0,-1
3542,6.0,2.8,1200.0,-1
3543,6.0,2.8,1500.0,-1
3544,6.0,2.8,2000.0,-1
3545,6.4,2.8,100.0,-1
3546,6.4,2.8,300.0,-1
3547,6.4,2.8,500.0,-1
3548,6.4,2.8,600.0,-1
3549,6.4,2.8,800.0,-1
3550,6.4,2.8,900.0,-1
3551,6.4,2.8,1000.0,-1
3552,6.4,2.8,1100.0,-1
3553,6.4,2.8,1200.0,-1
3554,6.4,2.8,1500.0,-1
3555,6.4,2.8,2000.0,-1
3556,6.8,2.8,100.0,-1
3557,6.8,2.8,300.0,-1
3558,6.8,2.8,500.0,-1
3559,6.8,2.8,600.0,-1
3560,6.8,2.8,800.0,-1
3561,6.8,2.8,900.0,-1
3562,6.8,2.8,1000.0,-1
3563,6.8,2.8,1100.0,-1
3564,6.8,2.8,1200.0,-1
3565,6.8,2.8,1500.0,-1
3566,6.8,2.8,2000.0,-1
3567,7.2,2.8,100.0,-1
3568,7.2,2.8,300.0,-1
3569,7.2,2.8,500.0,-1
3570,7.2,2.8,600.0,-1
3571,7.2,2.8,800.0,-1
3572,7.2,2.8,900.0,-1
3573,7.2,2.8,1000.0,-1
3574,7.2,2.8,1100.0,-1
3575,7.2,2.8,1200.0,-1
3576,7.2,2.8,1500.0,-1
3577,7.2,2.8,2000.0,-1
3578,7.6,2.8,100.0,-1
3579,7.6,2.8,300.0,-1
3580,7.6,2.8,500.0,-1
3581,7.6,2.8,600.0,-1
3582,7.6,2.8,800.0,-1
3583,7.6,2.8,900.0,-1
3584,7.6,2.8,1000.0,-1
3585,7.6,2.8,1100.0,-1
3586,7.6,2.8,1200.0,-1
3587,7.6,2.8,1500.0,-1
3588,7.6,2.8,2000.0,-1
3589,0.0625,3.2,100.0,-1
3590,0.0625,3.2,300.0,-1
3591,0.0625,3.2,500.0,-1
3592,0.0625,3.2,600.0,-1
3593,0.0625,3.2,800.0,-1
3594,0.0625,3.2,900.0,-1
3595,0.0625,3.2,1000.0,-1
3596,0.0625,3.2,1100.0,-1
3597,0.0625,3.2,1200.0,-1
3598,0.0625,3.2,1500.0,-1
3599,0.0625,3.2,2000.0,-1
3600,0.125,3.2,100.0,-1
3601,0.125,3.2,300.0,-1
3602,0.125,3.2,500.0,-1
3603,0.125,3.2,600.0,-1
3604,0.125,3.2,800.0,-1
3605,0.125,3.2,900.0,-1
3606,0.125,3.2,1000.0,-1
3607,0.125,3.2,1100.0,-1
3608,0.125,3.2,1200.0,-1
3609,0.125,3.2,1500.0,-1
3610,0.125,3.2,2000.0,-1
3611,0.25,3.2,100.0,-1
3612,0.25,3.2,300.0,-1
3613,0.25,3.2,500.0,-1
3614,0.25,3.2,600.0,-1
3615,0.25,3.2,800.0,-1
3616,0.25,3.2,900.0,-1
3617,0.25,3.2,1000.0,-1
3618,0.25,3.2,1100.0,-1
3619,0.25,3.2,1200.0,-1
3620,0.25,3.2,1500.0,-1
3621,0.25,3.2,2000.0,-1
3622,0.3,3.2,100.0,-1
3623,0.3,3.2,300.0,-1
3624,0.3,3.2,500.0,-1
3625,0.3,3.2,600.0,-1
3626,0.3,3.2,800.0,-1
3627,0.3,3.2,900.0,-1
3628,0.3,3.2,1000.0,0
3629,0.3,3.2,1100.0,-1
3630,0.3,3.2,1200.0,-1
3631,0.3,3.2,1500.0,-1
3632,0.3,3.2,2000.0,-1
3633,0.5,3.2,100.0,-1
3634,0.5,3.2,300.0,-1
3635,0.5,3.2,500.0,-1
3636,0.5,3.2,600.0,-1
3637,0.5,3.2,800.0,-1
3638,0.5,3.2,900.0,-1
3639,0.5,3.2,1000.0,-1
3640,0.5,3.2,1100.0,-1
3641,0.5,3.2,1200.0,-1
3642,0.5,3.2,1500.0,-1
3643,0.5,3.2,2000.0,-1
3644,0.6,3.2,100.0,-1
3645,0.6,3.2,300.0,-1
3646,0.6,3.2,500.0,-1
3647,0.6,3.2,600.0,-1
3648,0.6,3.2,800.0,-1
3649,0.6,3.2,900.0,-1
3650,0.6,3.2,1000.0,-1
3651,0.6,3.2,1100.0,-1
3652,0.6,3.2,1200.0,-1
3653,0.6,3.2,1500.0,-1
3654,0.6,3.2,2000.0,-1
3655,0.8,3.2,100.0,-1
3656,0.8,3.2,300.0,-1
3657,0.8,3.2,500.0,-1
3658,0.8,3.2,600.0,-1
3659,0.8,3.2,800.0,-1
3660,0.8,3.2,900.0,-1
3661,0.8,3.2,1000.0,-1
3662,0.8,3.2,1100.0,-1
3663,0.8,3.2,1200.0,-1
3664,0.8,3.2,1500.0,-1
3665,0.8,3.2,2000.0,-1
3666,1.0,3.2,100.0,-1
3667,1.0,3.2,300.0,-1
3668,1.0,3.2,500.0,-1
3669,1.0,3.2,600.0,-1
3670,1.0,3.2,800.0,-1
3671,1.0,3.2,900.0,-1
3672,1.0,3.2,1000.0,-1
3673,1.0,3.2,1100.0,-1
3674,1.0,3.2,1200.0,-1
3675,1.0,3.2,1500.0,-1
3676,1.0,3.2,2000.0,-1
3677,1.2,3.2,100.0,-1
3678,1.2,3.2,300.0,-1
3679,1.2,3.2,500.0,-1
3680,1.2,3.2,600.0,-1
3681,1.2,3.2,800.0,-1
3682,1.2,3.2,900.0,-1
3683,1.2,3.2,1000.0,-1
3684,1.2,3.2,1100.0,-1
3685,1.2,3.2,1200.0,-1
3686,1.2,3.2,1500.0,-1
3687,1.2,3.2,2000.0,-1
3688,1.6,3.2,100.0,-1
3689,1.6,3.2,300.0,-1
3690,1.6,3.2,500.0,-1
3691,1.6,3.2,600.0,-1
3692,1.6,3.2,800.0,-1
3693,1.6,3.2,900.0,-1
3694,1.6,3.2,1000.0,-1
3695,1.6,3.2,1100.0,-1
3696,1.6,3.2,1200.0,-1
3697,1.6,3.2,1500.0,-1
3698,1.6,3.2,2000.0,-1
3699,2.0,3.2,100.0,-1
3700,2.0,3.2,300.0,-1
3701,2.0,3.2,500.0,-1
3702,2.0,3.2,600.0,-1
3703,2.0,3.2,800.0,-1
3704,2.0,3.2,900.0,-1
3705,2.0,3.2,1000.0,-1
3706,2.0,3.2,1100.0,-1
3707,2.0,3.2,1200.0,-1
3708,2.0,3.2,1500.0,-1
3709,2.0,3.2,2000.0,-1
3710,2.4,3.2,100.0,-1
3711,2.4,3.2,300.0,-1
3712,2.4,3.2,500.0,-1
3713,2.4,3.2,600.0,-1
3714,2.4,3.2,800.0,-1
3715,2.4,3.2,900.0,-1
3716,2.4,3.2,1000.0,-1
3717,2.4,3.2,1100.0,-1
3718,2.4,3.2,1200.0,-1
3719,2.4,3.2,1500.0,-1
3720,2.4,3.2,2000.0,-1
3721,2.8,3.2,100.0,-1
3722,2.8,3.2,300.0,-1
3723,2.8,3.2,500.0,-1
3724,2.8,3.2,600.0,-1
3725,2.8,3.2,800.0,-1
3726,2.8,3.2,900.0,-1
3727,2.8,3.2,1000.0,-1
3728,2.8,3.2,1100.0,-1
3729,2.8,3.2,1200.0,-1
3730,2.8,3.2,1500.0,-1
3731,2.8,3.2,2000.0,-1
3732,3.2,3.2,100.0,-1
3733,3.2,3.2,300.0,-1
3734,3.2,3.2,500.0,-1
3735,3.2,3.2,600.0,-1
3736,3.2,3.2,800.0,-1
3737,3.2,3.2,900.0,-1
3738,3.2,3.2,1000.0,-1
3739,3.2,3.2,1100.0,-1
3740,3.2,3.2,1200.0,-1
3741,3.2,3.2,1500.0,-1
3742,3.2,3.2,2000.0,-1
3743,3.6,3.2,100.0,-1
3744,3.6,3.2,300.0,-1
3745,3.6,3.2,500.0,-1
3746,3.6,3.2,600.0,-1
3747,3.6,3.2,800.0,-1
3748,3.6,3.2,900.0,1
3749,3.6,3.2,1000.0,-1
3750,3.6,3.2,1100.0,-1
3751,3.6,3.2,1200.0,-1
3752,3.6,3.2,1500.0,-1
3753,3.6,3.2,2000.0,-1
3754,4.0,3.2,100.0,-1
3755,4.0,3.2,300.0,-1
3756,4.0,3.2,500.0,-1
3757,4.0,3.2,600.0,-1
3758,4.0,3.2,800.0,-1
3759,4.0,3.2,900.0,-1
3760,4.0,3.2,1000.0,-1
3761,4.0,3.2,1100.0,-1
3762,4.0,3.2,1200.0,0
3763,4.0,3.2,1500.0,-1
3764,4.0,3.2,2000.0,-1
3765,4.4,3.2,100.0,-1
3766,4.4,3.2,300.0,-1
3767,4.4,3.2,500.0,-1
3768,4.4,3.2,600.0,-1
3769,4.4,3.2,800.0,-1
3770,4.4,3.2,900.0,-1
3771,4.4,3.2,1000.0,-1
3772,4.4,3.2,1100.0,-1
3773,4.4,3.2,1200.0,1
3774,4.4,3.2,1500.0,-1
3775,4.4,3.2,2000.0,-1
3776,4.8,3.2,300.0,-1
3777,4.8,3.2,500.0,-1
3778,4.8,3.2,600.0,-1
3779,4.8,3.2,800.0,-1
3780,4.8,3.2,900.0,-1
3781,4.8,3.2,1000.0,-1
3782,4.8,3.2,1100.0,-1
3783,4.8,3.2,1200.0,-1
3784,4.8,3.2,1500.0,-1
3785,4.8,3.2,2000.0,-1
3786,5.2,3.2,100.0,-1
3787,5.2,3.2,300.0,-1
3788,5.2,3.2,500.0,-1
3789,5.2,3.2,600.0,-1
3790,5.2,3.2,800.0,-1
3791,5.2,3.2,900.0,-1
3792,5.2,3.2,1000.0,-1
3793,5.2,3.2,1100.0,-1
3794,5.2,3.2,1200.0,-1
3795,5.2,3.2,1500.0,-1
3796,5.2,3.2,2000.0,-1
3797,5.6,3.2,100.0,-1
3798,5.6,3.2,300.0,-1
3799,5.6,3.2,500.0,-1
3800,5.6,3.2,600.0,-1
3801,5.6,3.2,800.0,-1
3802,5.6,3.2,900.0,-1
3803,5.6,3.2,1000.0,-1
3804,5.6,3.2,1100.0,-1
