Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
7.2,2.8,1100.0,-1
7.2,2.8,1200.0,-1
7.2,2.8,1500.0,-1
7.2,2.8,2000.0,-1
7.6,2.8,100.0,-1
7.6,2.8,300.0,-1
7.6,2.8,500.0,-1
7.6,2.8,600.0,-1
7.6,2.8,800.0,-1
7.6,2.8,900.0,-1
7.6,2.8,1000.0,-1
7.6,2.8,1100.0,-1
7.6,2.8,1200.0,-1
7.6,2.8,1500.0,-1
7.6,2.8,2000.0,-1
0.0625,3.2,100.0,-1
0.0625,3.2,300.0,-1
0.0625,3.2,500.0,-1
0.0625,3.2,600.0,-1
0.0625,3.2,800.0,-1
0.0625,3.2,900.0,-1
0.0625,3.2,1000.0,-1
0.0625,3.2,1100.0,-1
0.0625,3.2,1200.0,-1
0.0625,3.2,1500.0,-1
0.0625,3.2,2000.0,-1
0.125,3.2,100.0,-1
0.125,3.2,300.0,-1
0.125,3.2,500.0,-1
0.125,3.2,600.0,-1
0.125,3.2,800.0,-1
0.125,3.2,900.0,-1
0.125,3.2,1000.0,-1
0.125,3.2,1100.0,-1
0.125,3.2,1200.0,-1
0.125,3.2,1500.0,-1
0.125,3.2,2000.0,-1
0.25,3.2,100.0,-1
0.25,3.2,300.0,-1
0.25,3.2,500.0,-1
0.25,3.2,600.0,-1
0.25,3.2,800.0,-1
0.25,3.2,900.0,-1
0.25,3.2,1000.0,-1
0.25,3.2,1100.0,-1
0.25,3.2,1200.0,-1
0.25,3.2,1500.0,-1
0.25,3.2,2000.0,-1
0.3,3.2,100.0,-1
0.3,3.2,300.0,-1
0.3,3.2,500.0,-1
0.3,3.2,600.0,-1
0.3,3.2,800.0,-1
0.3,3.2,900.0,-1
0.3,3.2,1000.0,0
0.3,3.2,1100.0,-1
0.3,3.2,1200.0,-1
0.3,3.2,1500.0,-1
0.3,3.2,2000.0,-1
0.5,3.2,100.0,-1
0.5,3.2,300.0,-1
0.5,3.2,500.0,-1
0.5,3.2,600.0,-1
0.5,3.2,800.0,-1
0.5,3.2,900.0,-1
0.5,3.2,1000.0,-1
0.5,3.2,1100.0,-1
0.5,3.2,1200.0,-1
0.5,3.2,1500.0,-1
0.5,3.2,2000.0,-1
0.6,3.2,100.0,-1
0.6,3.2,300.0,-1
0.6,3.2,500.0,-1
0.6,3.2,600.0,-1
0.6,3.2,800.0,-1
0.6,3.2,900.0,-1
0.6,3.2,1000.0,-1
0.6,3.2,1100.0,-1
0.6,3.2,1200.0,-1
0.6,3.2,1500.0,-1
0.6,3.2,2000.0,-1
0.8,3.2,100.0,-1
0.8,3.2,300.0,-1
0.8,3.2,500.0,-1
0.8,3.2,600.0,-1
0.8,3.2,800.0,-1
0.8,3.2,900.0,-1
0.8,3.2,1000.0,-1
0.8,3.2,1100.0,-1
0.8,3.2,1200.0,-1
0.8,3.2,1500.0,-1
0.8,3.2,2000.0,-1
1.0,3.2,100.0,-1
1.0,3.2,300.0,-1
1.0,3.2,500.0,-1
1.0,3.2,600.0,-1
1.0,3.2,800.0,-1
1.0,3.2,900.0,-1
1.0,3.2,1000.0,-1
1.0,3.2,1100.0,-1
1.0,3.2,1200.0,-1
1.0,3.2,1500.0,-1
1.0,3.2,2000.0,-1
1.2,3.2,100.0,-1
1.2,3.2,300.0,-1
1.2,3.2,500.0,-1
1.2,3.2,600.0,-1
1.2,3.2,800.0,-1
1.2,3.2,900.0,-1
1.2,3.2,1000.0,-1
1.2,3.2,1100.0,-1
1.2,3.2,1200.0,-1
1.2,3.2,1500.0,-1
1.2,3.2,2000.0,-1
1.6,3.2,100.0,-1
1.6,3.2,300.0,-1
1.6,3.2,500.0,-1
1.6,3.2,600.0,-1
1.6,3.2,800.0,-1
1.6,3.2,900.0,-1
1.6,3.2,1000.0,-1
1.6,3.2,1100.0,-1
1.6,3.2,1200.0,-1
1.6,3.2,1500.0,-1
1.6,3.2,2000.0,-1
2.0,3.2,100.0,-1
2.0,3.2,300.0,-1
2.0,3.2,500.0,-1
2.0,3.2,600.0,-1
2.0,3.2,800.0,-1
2.0,3.2,900.0,-1
2.0,3.2,1000.0,-1
2.0,3.2,1100.0,-1
2.0,3.2,1200.0,-1
2.0,3.2,1500.0,-1
2.0,3.2,2000.0,-1
2.4,3.2,100.0,-1
2.4,3.2,300.0,-1
2.4,3.2,500.0,-1
2.4,3.2,600.0,-1
2.4,3.2,800.0,-1
2.4,3.2,900.0,-1
2.4,3.2,1000.0,-1
2.4,3.2,1100.0,-1
2.4,3.2,1200.0,-1
2.4,3.2,1500.0,-1
2.4,3.2,2000.0,-1
2.8,3.2,100.0,-1
2.8,3.2,300.0,-1
2.8,3.2,500.0,-1
2.8,3.2,600.0,-1
2.8,3.2,800.0,-1
2.8,3.2,900.0,-1
2.8,3.2,1000.0,-1
2.8,3.2,1100.0,-1
2.8,3.2,1200.0,-1
2.8,3.2,1500.0,-1
2.8,3.2,2000.0,-1
3.2,3.2,100.0,-1
3.2,3.2,300.0,-1
3.2,3.2,500.0,-1
3.2,3.2,600.0,-1
3.2,3.2,800.0,-1
3.2,3.2,900.0,-1
3.2,3.2,1000.0,-1
3.2,3.2,1100.0,-1
3.2,3.2,1200.0,-1
3.2,3.2,1500.0,-1
3.2,3.2,2000.0,-1
3.6,3.2,100.0,-1
3.6,3.2,300.0,-1
3.6,3.2,500.0,-1
3.6,3.2,600.0,-1
3.6,3.2,800.0,-1
3.6,3.2,900.0,1
3.6,3.2,1000.0,-1
3.6,3.2,1100.0,-1
3.6,3.2,1200.0,-1
3.6,3.2,1500.0,-1
3.6,3.2,2000.0,-1
4.0,3.2,100.0,-1
4.0,3.2,300.0,-1
4.0,3.2,500.0,-1
4.0,3.2,600.0,-1
4.0,3.2,800.0,-1
4.0,3.2,900.0,-1
4.0,3.2,1000.0,-1
4.0,3.2,1100.0,-1
4.0,3.2,1200.0,-1
4.0,3.2,1500.0,-1
4.0,3.2,2000.0,-1
4.4,3.2,100.0,-1
4.4,3.2,300.0,-1
4.4,3.2,500.0,-1
4.4,3.2,600.0,-1
4.4,3.2,800.0,-1
4.4,3.2,900.0,-1
4.4,3.2,1000.0,-1
4.4,3.2,1100.0,-1
4.4,3.2,1200.0,-1
4.4,3.2,1500.0,-1
4.4,3.2,2000.0,-1
4.8,3.2,300.0,-1
4.8,3.2,500.0,-1
4.8,3.2,600.0,-1
4.8,3.2,800.0,-1
4.8,3.2,900.0,-1
4.8,3.2,1000.0,-1
4.8,3.2,1100.0,-1
4.8,3.2,1200.0,-1
4.8,3.2,1500.0,-1
4.8,3.2,2000.0,-1
5.2,3.2,100.0,-1
5.2,3.2,300.0,-1
5.2,3.2,500.0,-1
5.2,3.2,600.0,-1
5.2,3.2,800.0,-1
5.2,3.2,900.0,-1
5.2,3.2,1000.0,-1
5.2,3.2,1100.0,-1
5.2,3.2,1200.0,-1
5.2,3.2,1500.0,-1
5.2,3.2,2000.0,-1
5.6,3.2,100.0,-1
5.6,3.2,300.0,-1
5.6,3.2,500.0,-1
5.6,3.2,600.0,-1
5.6,3.2,800.0,-1
5.6,3.2,900.0,-1
5.6,3.2,1000.0,-1
5.6,3.2,1100.0,-1
5.6,3.2,1200.0,-1
5.6,3.2,1500.0,-1
5.6,3.2,2000.0,-1
6.0,3.2,100.0,-1
6.0,3.2,300.0,-1
6.0,3.2,500.0,-1
6.0,3.2,600.0,-1
6.0,3.2,800.0,-1
6.0,3.2,900.0,-1
6.0,3.2,1000.0,-1
6.0,3.2,1100.0,-1
6.0,3.2,1200.0,-1
6.0,3.2,1500.0,-1
6.0,3.2,2000.0,-1
6.4,3.2,100.0,-1
6.4,3.2,300.0,-1
6.4,3.2,500.0,-1
6.4,3.2,600.0,-1
6.4,3.2,800.0,-1
6.4,3.2,900.0,-1
6.4,3.2,1000.0,-1
6.4,3.2,1100.0,-1
6.4,3.2,1200.0,-1
6.4,3.2,1500.0,-1
6.4,3.2,2000.0,-1
6.8,3.2,100.0,-1
6.8,3.2,300.0,-1
6.8,3.2,500.0,-1
6.8,3.2,600.0,-1
6.8,3.2,800.0,-1
6.8,3.2,900.0,-1
6.8,3.2,1000.0,-1
6.8,3.2,1100.0,-1
6.8,3.2,1200.0,-1
6.8,3.2,1500.0,-1
6.8,3.2,2000.0,-1
7.2,3.2,100.0,-1
7.2,3.2,300.0,-1
7.2,3.2,500.0,-1
7.2,3.2,600.0,-1
7.2,3.2,800.0,-1
7.2,3.2,900.0,-1
7.2,3.2,1000.0,-1
7.2,3.2,1100.0,-1
7.2,3.2,1200.0,-1
7.2,3.2,1500.0,-1
7.2,3.2,2000.0,-1
7.6,3.2,100.0,-1
7.6,3.2,300.0,-1
7.6,3.2,500.0,-1
7.6,3.2,600.0,-1
7.6,3.2,800.0,-1
7.6,3.2,900.0,-1
7.6,3.2,1000.0,-1
7.6,3.2,1100.0,-1
7.6,3.2,1200.0,-1
7.6,3.2,1500.0,-1
7.6,3.2,2000.0,-1
0.0625,3.6,100.0,-1
0.0625,3.6,300.0,-1
0.0625,3.6,500.0,-1
0.0625,3.6,600.0,-1
0.0625,3.6,800.0,-1
0.0625,3.6,900.0,-1
0.0625,3.6,1000.0,-1
0.0625,3.6,1100.0,-1
0.0625,3.6,1200.0,-1
0.0625,3.6,1500.0,-1
0.0625,3.6,2000.0,-1
0.125,3.6,100.0,-1
0.125,3.6,300.0,-1
0.125,3.6,500.0,-1
0.125,3.6,600.0,-1
0.125,3.6,800.0,-1
0.125,3.6,900.0,-1
0.125,3.6,1000.0,-1
0.125,3.6,1100.0,-1
0.125,3.6,1200.0,-1
0.125,3.6,1500.0,-1
0.125,3.6,2000.0,-1
0.25,3.6,100.0,-1
0.25,3.6,300.0,-1
0.25,3.6,500.0,-1
0.25,3.6,600.0,-1
0.25,3.6,800.0,-1
0.25,3.6,900.0,-1
0.25,3.6,1000.0,-1
0.25,3.6,1100.0,-1
0.25,3.6,1200.0,-1
0.25,3.6,1500.0,-1
0.25,3.6,2000.0,-1
0.3,3.6,100.0,-1
0.3,3.6,300.0,-1
0.3,3.6,500.0,-1
0.3,3.6,600.0,-1
0.3,3.6,800.0,-1
0.3,3.6,900.0,-1
0.3,3.6,1000.0,-1
0.3,3.6,1100.0,-1
0.3,3.6,1200.0,-1
0.3,3.6,1500.0,-1
0.3,3.6,2000.0,-1
0.5,3.6,100.0,-1
0.5,3.6,300.0,-1
0.5,3.6,500.0,-1
0.5,3.6,600.0,-1
0.5,3.6,800.0,-1
0.5,3.6,900.0,-1
0.5,3.6,1000.0,-1
0.5,3.6,1100.0,-1
0.5,3.6,1200.0,-1
0.5,3.6,1500.0,-1
0.5,3.6,2000.0,-1
0.6,3.6,100.0,-1
0.6,3.6,300.0,-1
0.6,3.6,500.0,-1
0.6,3.6,600.0,-1
0.6,3.6,800.0,-1
0.6,3.6,900.0,-1
0.6,3.6,1000.0,-1
0.6,3.6,1100.0,-1
0.6,3.6,1200.0,-1
0.6,3.6,1500.0,-1
0.6,3.6,2000.0,-1
0.8,3.6,100.0,-1
0.8,3.6,300.0,-1
0.8,3.6,500.0,-1
0.8,3.6,600.0,-1
0.8,3.6,800.0,-1
0.8,3.6,900.0,-1
0.8,3.6,1000.0,-1
0.8,3.6,1100.0,-1
0.8,3.6,1200.0,-1
0.8,3.6,1500.0,-1
0.8,3.6,2000.0,-1
1.0,3.6,100.0,-1
1.0,3.6,300.0,-1
1.0,3.6,500.0,-1
1.0,3.6,600.0,-1
1.0,3.6,800.0,-1
1.0,3.6,900.0,-1
1.0,3.6,1000.0,-1
1.0,3.6,1100.0,-1
1.0,3.6,1200.0,-1
1.0,3.6,1500.0,-1
1.0,3.6,2000.0,-1
1.2,3.6,100.0,-1
1.2,3.6,300.0,-1
1.2,3.6,500.0,-1
1.2,3.6,600.0,-1
1.2,3.6,800.0,-1
1.2,3.6,900.0,-1
1.2,3.6,1000.0,-1
1.2,3.6,1100.0,-1
1.2,3.6,1200.0,-1
1.2,3.6,1500.0,-1
1.2,3.6,2000.0,-1
1.6,3.6,100.0,-1
1.6,3.6,300.0,-1
1.6,3.6,500.0,-1
1.6,3.6,600.0,-1
1.6,3.6,800.0,-1
1.6,3.6,900.0,-1
1.6,3.6,1000.0,-1
1.6,3.6,1100.0,-1
1.6,3.6,1200.0,-1
1.6,3.6,1500.0,-1
1.6,3.6,2000.0,-1
2.0,3.6,100.0,-1
2.0,3.6,300.0,-1
2.0,3.6,500.0,-1
2.0,3.6,600.0,-1
2.0,3.6,800.0,-1
2.0,3.6,900.0,-1
2.0,3.6,1000.0,-1
2.0,3.6,1100.0,-1
2.0,3.6,1200.0,-1
2.0,3.6,1500.0,-1
2.0,3.6,2000.0,-1
2.4,3.6,100.0,-1
2.4,3.6,300.0,-1
2.4,3.6,500.0,-1
2.4,3.6,600.0,-1
2.4,3.6,800.0,-1
2.4,3.6,900.0,-1
2.4,3.6,1000.0,-1
2.4,3.6,1100.0,-1
2.4,3.6,1200.0,-1
2.4,3.6,1500.0,-1
2.4,3.6,2000.0,-1
2.8,3.6,100.0,-1
2.8,3.6,300.0,-1
2.8,3.6,500.0,-1
2.8,3.6,600.0,-1
2.8,3.6,800.0,-1
2.8,3.6,900.0,-1
2.8,3.6,1000.0,-1
2.8,3.6,1100.0,-1
2.8,3.6,1200.0,-1
2.8,3.6,1500.0,-1
2.8,3.6,2000.0,-1
3.2,3.6,100.0,-1
3.2,3.6,300.0,-1
3.2,3.6,500.0,-1
3.2,3.6,600.0,-1
3.2,3.6,800.0,-1
3.2,3.6,900.0,-1
3.2,3.6,1000.0,-1
3.2,3.6,1100.0,-1
3.2,3.6,1200.0,-1
3.2,3.6,1500.0,-1
3.2,3.6,2000.0,-1
3.6,3.6,100.0,-1
3.6,3.6,300.0,-1
3.6,3.6,500.0,-1
3.6,3.6,600.0,-1
3.6,3.6,800.0,-1
3.6,3.6,900.0,-1
3.6,3.6,1000.0,-1
3.6,3.6,1100.0,-1
3.6,3.6,1200.0,-1
3.6,3.6,1500.0,-1
3.6,3.6,2000.0,-1
4.0,3.6,100.0,-1
4.0,3.6,300.0,-1
4.0,3.6,500.0,-1
4.0,3.6,600.0,-1
4.0,3.6,800.0,-1
4.0,3.6,900.0,-1
4.0,3.6,1000.0,-1
4.0,3.6,1100.0,-1
4.0,3.6,1200.0,-1
4.0,3.6,1500.0,-1
4.0,3.6,2000.0,-1
4.4,3.6,100.0,-1
4.4,3.6,300.0,-1
4.4,3.6,500.0,-1
4.4,3.6,600.0,-1
4.4,3.6,800.0,-1
4.4,3.6,900.0,-1
4.4,3.6,1000.0,-1
4.4,3.6,1100.0,-1
4.4,3.6,1200.0,-1
4.4,3.6,1500.0,-1
4.4,3.6,2000.0,-1
4.8,3.6,100.0,-1
4.8,3.6,300.0,-1
4.8,3.6,500.0,-1
4.8,3.6,600.0,-1
4.8,3.6,800.0,-1
4.8,3.6,900.0,-1
4.8,3.6,1000.0,-1
4.8,3.6,1100.0,-1
4.8,3.6,1200.0,-1
4.8,3.6,1500.0,-1
4.8,3.6,2000.0,-1
5.2,3.6,100.0,-1
5.2,3.6,300.0,-1
5.2,3.6,500.0,-1
5.2,3.6,600.0,-1
5.2,3.6,800.0,-1
5.2,3.6,900.0,-1
5.2,3.6,1000.0,-1
5.2,3.6,1100.0,-1
5.2,3.6,1200.0,-1
5.2,3.6,1500.0,-1
5.2,3.6,2000.0,-1
5.6,3.6,100.0,-1
5.6,3.6,300.0,-1
5.6,3.6,500.0,-1
5.6,3.6,600.0,-1
5.6,3.6,800.0,-1
5.6,3.6,900.0,-1
5.6,3.6,1000.0,-1
5.6,3.6,1100.0,-1
5.6,3.6,1200.0,-1
5.6,3.6,1500.0,-1
5.6,3.6,2000.0,-1
6.0,3.6,100.0,-1
6.0,3.6,300.0,-1
6.0,3.6,500.0,-1
6.0,3.6,600.0,-1
6.0,3.6,800.0,-1
6.0,3.6,900.0,-1
6.0,3.6,1000.0,-1
6.0,3.6,1100.0,-1
6.0,3.6,1200.0,-1
6.0,3.6,1500.0,-1
6.0,3.6,2000.0,-1
6.4,3.6,100.0,-1
6.4,3.6,300.0,-1
6.4,3.6,500.0,-1
6.4,3.6,600.0,-1
6.4,3.6,800.0,-1
6.4,3.6,900.0,-1
6.4,3.6,1000.0,-1
6.4,3.6,1100.0,-1
6.4,3.6,1200.0,-1
6.4,3.6,1500.0,-1
6.4,3.6,2000.0,-1
6.8,3.6,100.0,-1
6.8,3.6,300.0,-1
6.8,3.6,500.0,-1
6.8,3.6,600.0,-1
6.8,3.6,800.0,-1
6.8,3.6,900.0,-1
6.8,3.6,1000.0,-1
6.8,3.6,1100.0,-1
6.8,3.6,1200.0,-1
6.8,3.6,1500.0,-1
6.8,3.6,2000.0,-1
7.2,3.6,100.0,-1
7.2,3.6,300.0,-1
7.2,3.6,500.0,-1
7.2,3.6,600.0,-1
7.2,3.6,800.0,-1
7.2,3.6,900.0,-1
7.2,3.6,1000.0,-1
7.2,3.6,1100.0,-1
7.2,3.6,1200.0,-1
7.2,3.6,1500.0,-1
7.2,3.6,2000.0,-1
7.6,3.6,100.0,-1
7.6,3.6,300.0,-1
7.6,3.6,500.0,-1
7.6,3.6,600.0,-1
7.6,3.6,800.0,-1
7.6,3.6,900.0,-1
7.6,3.6,1000.0,-1
7.6,3.6,1100.0,-1
7.6,3.6,1200.0,-1
7.6,3.6,1500.0,-1
7.6,3.6,2000.0,-1
0.0625,4.0,100.0,-1
0.0625,4.0,300.0,-1
0.0625,4.0,500.0,-1
0.0625,4.0,600.0,-1
0.0625,4.0,800.0,-1
0.0625,4.0,900.0,-1
0.0625,4.0,1000.0,-1
0.0625,4.0,1100.0,-1
0.0625,4.0,1200.0,-1
0.0625,4.0,1500.0,-1
0.0625,4.0,2000.0,-1
0.125,4.0,100.0,-1
0.125,4.0,300.0,-1
0.125,4.0,500.0,-1
0.125,4.0,600.0,-1
0.125,4.0,800.0,-1
0.125,4.0,900.0,-1
0.125,4.0,1000.0,-1
0.125,4.0,1100.0,-1
0.125,4.0,1200.0,-1
0.125,4.0,1500.0,-1
0.125,4.0,2000.0,-1
0.25,4.0,100.0,-1
0.25,4.0,300.0,-1
0.25,4.0,500.0,-1
0.25,4.0,600.0,-1
0.25,4.0,800.0,-1
0.25,4.0,900.0,-1
0.25,4.0,1000.0,-1
0.25,4.0,1100.0,-1
0.25,4.0,1200.0,-1
0.25,4.0,1500.0,-1
0.25,4.0,2000.0,-1
0.3,4.0,100.0,-1
0.3,4.0,300.0,-1
0.3,4.0,500.0,-1
0.3,4.0,600.0,-1
0.3,4.0,800.0,-1
0.3,4.0,900.0,-1
0.3,4.0,1000.0,-1
0.3,4.0,1100.0,-1
0.3,4.0,1200.0,-1
0.3,4.0,1500.0,-1
0.3,4.0,2000.0,-1
0.5,4.0,100.0,-1
0.5,4.0,300.0,-1
0.5,4.0,500.0,-1
0.5,4.0,600.0,-1
0.5,4.0,800.0,-1
0.5,4.0,900.0,-1
0.5,4.0,1000.0,-1
0.5,4.0,1100.0,-1
0.5,4.0,1200.0,-1
0.5,4.0,1500.0,-1
0.5,4.0,2000.0,-1
0.6,4.0,100.0,-1
0.6,4.0,300.0,-1
0.6,4.0,500.0,-1
0.6,4.0,600.0,-1
0.6,4.0,800.0,-1
0.6,4.0,900.0,-1
0.6,4.0,1000.0,-1
0.6,4.0,1100.0,-1
0.6,4.0,1200.0,-1
0.6,4.0,1500.0,-1
0.6,4.0,2000.0,-1
0.8,4.0,100.0,-1
0.8,4.0,300.0,-1
0.8,4.0,500.0,-1
0.8,4.0,600.0,-1
0.8,4.0,800.0,-1
0.8,4.0,900.0,-1
0.8,4.0,1000.0,-1
0.8,4.0,1100.0,-1
0.8,4.0,1200.0,-1
0.8,4.0,1500.0,-1
0.8,4.0,2000.0,-1
1.0,4.0,300.0,-1
1.0,4.0,500.0,-1
1.0,4.0,600.0,-1
1.0,4.0,800.0,-1
1.0,4.0,900.0,-1
1.0,4.0,1000.0,-1
1.0,4.0,1100.0,-1
1.0,4.0,1200.0,-1
1.0,4.0,1500.0,-1
1.0,4.0,2000.0,-1
1.2,4.0,100.0,-1
1.2,4.0,300.0,-1
1.2,4.0,500.0,-1
1.2,4.0,600.0,-1
1.2,4.0,800.0,-1
1.2,4.0,900.0,-1
1.2,4.0,1000.0,-1
1.2,4.0,1100.0,-1
1.2,4.0,1200.0,-1
1.2,4.0,1500.0,-1
1.2,4.0,2000.0,-1
1.6,4.0,100.0,-1
1.6,4.0,300.0,-1
1.6,4.0,500.0,-1
1.6,4.0,600.0,-1
1.6,4.0,800.0,-1
1.6,4.0,900.0,-1
1.6,4.0,1000.0,-1
1.6,4.0,1100.0,-1
1.6,4.0,1200.0,-1
1.6,4.0,1500.0,-1
1.6,4.0,2000.0,-1
2.0,4.0,300.0,-1
2.0,4.0,500.0,-1
2.0,4.0,600.0,-1
2.0,4.0,800.0,-1
2.0,4.0,900.0,-1
2.0,4.0,1000.0,-1
2.0,4.0,1100.0,-1
2.0,4.0,1200.0,-1
2.0,4.0,1500.0,-1
2.0,4.0,2000.0,-1
2.4,4.0,100.0,-1
2.4,4.0,300.0,-1
2.4,4.0,500.0,-1
2.4,4.0,600.0,-1
2.4,4.0,800.0,-1
2.4,4.0,900.0,-1
2.4,4.0,1000.0,-1
2.4,4.0,1100.0,-1
2.4,4.0,1200.0,-1
2.4,4.0,1500.0,-1
2.4,4.0,2000.0,-1
2.8,4.0,100.0,-1
2.8,4.0,300.0,-1
2.8,4.0,500.0,-1
2.8,4.0,600.0,-1
2.8,4.0,800.0,-1
2.8,4.0,900.0,-1
2.8,4.0,1000.0,-1
2.8,4.0,1100.0,-1
2.8,4.0,1200.0,-1
2.8,4.0,1500.0,-1
2.8,4.0,2000.0,-1
3.2,4.0,100.0,-1
3.2,4.0,300.0,-1
3.2,4.0,500.0,-1
3.2,4.0,600.0,-1
3.2,4.0,800.0,-1
3.2,4.0,900.0,-1
3.2,4.0,1000.0,-1
3.2,4.0,1100.0,-1
3.2,4.0,1200.0,-1
3.2,4.0,1500.0,-1
3.2,4.0,2000.0,-1
3.6,4.0,100.0,-1
3.6,4.0,300.0,-1
3.6,4.0,500.0,-1
3.6,4.0,600.0,-1
3.6,4.0,800.0,-1
3.6,4.0,900.0,-1
3.6,4.0,1000.0,-1
3.6,4.0,1100.0,-1
3.6,4.0,1200.0,-1
3.6,4.0,1500.0,-1
3.6,4.0,2000.0,-1
4.0,4.0,300.0,-1
4.0,4.0,500.0,-1
4.0,4.0,600.0,-1
4.0,4.0,800.0,-1
4.0,4.0,900.0,-1
4.0,4.0,1000.0,-1
4.0,4.0,1100.0,-1
4.0,4.0,1200.0,-1
4.0,4.0,1500.0,-1
4.0,4.0,2000.0,-1
4.4,4.0,100.0,-1
4.4,4.0,300.0,-1
4.4,4.0,500.0,-1
4.4,4.0,600.0,-1
4.4,4.0,800.0,-1
4.4,4.0,900.0,-1
4.4,4.0,1000.0,-1
4.4,4.0,1100.0,-1
4.4,4.0,1200.0,-1
4.4,4.0,1500.0,-1
4.4,4.0,2000.0,-1
4.8,4.0,100.0,-1
4.8,4.0,300.0,-1
4.8,4.0,500.0,-1
4.8,4.0,600.0,-1
4.8,4.0,800.0,-1
4.8,4.0,900.0,-1
4.8,4.0,1000.0,-1
4.8,4.0,1100.0,-1
4.8,4.0,1200.0,-1
4.8,4.0,1500.0,-1
4.8,4.0,2000.0,-1
5.2,4.0,100.0,-1
5.2,4.0,300.0,-1
5.2,4.0,500.0,-1
5.2,4.0,600.0,-1
5.2,4.0,800.0,-1
5.2,4.0,900.0,-1
5.2,4.0,1000.0,-1
5.2,4.0,1100.0,-1
5.2,4.0,1200.0,-1
5.2,4.0,1500.0,-1
5.2,4.0,2000.0,-1
5.6,4.0,100.0,-1
5.6,4.0,300.0,-1
5.6,4.0,500.0,-1
5.6,4.0,600.0,-1
5.6,4.0,800.0,-1
5.6,4.0,900.0,-1
5.6,4.0,1000.0,-1
5.6,4.0,1100.0,-1
5.6,4.0,1200.0,-1
5.6,4.0,1500.0,-1
5.6,4.0,2000.0,-1
6.0,4.0,100.0,-1
6.0,4.0,300.0,-1
6.0,4.0,500.0,-1
6.0,4.0,600.0,-1
6.0,4.0,800.0,-1
6.0,4.0,900.0,-1
6.0,4.0,1000.0,-1
6.0,4.0,1100.0,-1
6.0,4.0,1200.0,-1
6.0,4.0,1500.0,-1
6.0,4.0,2000.0,-1
6.4,4.0,100.0,-1
6.4,4.0,300.0,-1
6.4,4.0,500.0,-1
6.4,4.0,600.0,-1
6.4,4.0,800.0,-1
6.4,4.0,900.0,-1
6.4,4.0,1000.0,-1
6.4,4.0,1100.0,-1
6.4,4.0,1200.0,-1
6.4,4.0,1500.0,-1
6.4,4.0,2000.0,-1
6.8,4.0,100.0,-1
6.8,4.0,300.0,-1
6.8,4.0,500.0,-1
6.8,4.0,600.0,-1
6.8,4.0,800.0,-1
6.8,4.0,900.0,-1
6.8,4.0,1000.0,-1
6.8,4.0,1100.0,-1
6.8,4.0,1200.0,-1
6.8,4.0,1500.0,-1
6.8,4.0,2000.0,-1
7.2,4.0,100.0,-1
7.2,4.0,300.0,-1
7.2,4.0,500.0,-1
7.2,4.0,600.0,-1
7.2,4.0,800.0,-1
7.2,4.0,900.0,-1
7.2,4.0,1000.0,-1
7.2,4.0,1100.0,-1
7.2,4.0,1200.0,-1
7.2,4.0,1500.0,-1
7.2,4.0,2000.0,-1
7.6,4.0,100.0,-1
7.6,4.0,300.0,-1
7.6,4.0,500.0,-1
7.6,4.0,600.0,-1
7.6,4.0,800.0,-1
7.6,4.0,900.0,1
7.6,4.0,1000.0,-1
7.6,4.0,1100.0,-1
7.6,4.0,1200.0,-1
7.6,4.0,1500.0,-1
7.6,4.0,2000.0,-1
0.0625,4.4,100.0,-1
0.0625,4.4,300.0,-1
0.0625,4.4,500.0,-1
0.0625,4.4,600.0,-1
0.0625,4.4,800.0,-1
0.0625,4.4,900.0,-1
0.0625,4.4,1000.0,-1
0.0625,4.4,1100.0,-1
0.0625,4.4,1200.0,-1
0.0625,4.4,1500.0,-1
0.0625,4.4,2000.0,-1
0.125,4.4,100.0,-1
0.125,4.4,300.0,-1
0.125,4.4,500.0,-1
0.125,4.4,600.0,-1
0.125,4.4,800.0,-1
0.125,4.4,900.0,-1
0.125,4.4,1000.0,-1
0.125,4.4,1100.0,-1
0.125,4.4,1200.0,-1
0.125,4.4,1500.0,-1
0.125,4.4,2000.0,-1
0.25,4.4,100.0,-1
0.25,4.4,300.0,-1
0.25,4.4,500.0,-1
0.25,4.4,600.0,-1
0.25,4.4,800.0,-1
0.25,4.4,900.0,-1
0.25,4.4,1000.0,-1
0.25,4.4,1100.0,-1
0.25,4.4,1200.0,-1
0.25,4.4,1500.0,-1
0.25,4.4,2000.0,-1
0.3,4.4,100.0,-1
0.3,4.4,300.0,-1
0.3,4.4,500.0,-1
0.3,4.4,600.0,-1
0.3,4.4,800.0,-1
0.3,4.4,900.0,-1
0.3,4.4,1000.0,-1
0.3,4.4,1100.0,-1
0.3,4.4,1200.0,-1
0.3,4.4,1500.0,-1
0.3,4.4,2000.0,-1
0.5,4.4,100.0,-1
0.5,4.4,300.0,-1
0.5,4.4,500.0,-1
0.5,4.4,600.0,-1
0.5,4.4,800.0,-1
0.5,4.4,900.0,-1
0.5,4.4,1000.0,-1
0.5,4.4,1100.0,-1
0.5,4.4,1200.0,-1
0.5,4.4,1500.0,-1
0.5,4.4,2000.0,-1
0.6,4.4,100.0,-1
0.6,4.4,300.0,-1
0.6,4.4,500.0,-1
0.6,4.4,600.0,-1
0.6,4.4,800.0,-1
0.6,4.4,900.0,-1
0.6,4.4,1000.0,-1
0.6,4.4,1100.0,-1
