Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.7,1.1,0
0.7,2.5,0
1.5,0.5,1
8.0,1.2,1
0.6,1.3,1
0.7,0.6,0
0.6,1.8,0
0.6,0.9,1
