Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.7,5.2,75.0,0
8.1,0.7,1250.0,0
0.1,7.3,2050.0,1
7.0,8.1,1350.0,0
0.1,0.1,1250.0,0
7.4,3.9,50.0,1
3.8,3.9,1350.0,0
3.6,0.4,300.0,0
0.1,5.7,1000.0,1
3.0,8.0,1350.0,1
0.1,1.9,400.0,0
8.1,4.5,1275.0,1
8.0,0.4,325.0,0
3.9,8.1,50.0,1
0.2,8.1,375.0,1
4.7,0.8,1100.0,1
0.1,4.0,1700.0,1
1.2,2.9,1050.0,0
4.9,2.7,50.0,0
0.2,8.1,1400.0,1
5.1,6.2,1350.0,0
2.2,0.5,875.0,1
6.1,2.9,1225.0,1
2.2,5.7,1325.0,1
0.3,4.3,500.0,1
1.8,2.8,50.0,0
1.4,0.5,50.0,0
5.8,0.6,175.0,0
6.6,0.3,850.0,0
0.3,6.1,1600.0,0
3.0,2.0,1225.0,1
1.9,7.3,125.0,0
