Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.4,0.7,1100.0,1
1.0,6.7,200.0,0
0.4,4.0,1625.0,1
6.1,6.7,1400.0,0
0.7,0.4,500.0,1
7.6,1.6,125.0,1
3.4,3.7,1250.0,1
0.4,4.3,800.0,1
7.3,4.0,1250.0,1
1.0,6.7,1400.0,0
1.0,2.8,125.0,1
1.6,1.6,1175.0,0
4.0,1.3,1175.0,0
3.4,6.1,1325.0,1
7.0,0.4,500.0,1
2.2,0.4,800.0,1
5.2,4.0,1325.0,1
0.4,2.8,1025.0,0
1.0,4.3,1250.0,1
0.4,5.2,275.0,1
0.4,0.4,875.0,1
2.5,4.9,1250.0,1
4.6,6.7,1325.0,1
6.1,3.1,1250.0,0
0.7,5.2,1550.0,1
0.4,3.1,1400.0,1
0.4,3.7,275.0,1
1.6,2.8,1100.0,0
5.2,1.3,1175.0,0
6.7,5.8,1325.0,1
0.4,1.9,200.0,0
1.3,5.2,125.0,0
