Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.6,7.6,-1,747262DGZLWH
4.3,1.0,-1,247717X9GOLS
0.7,1.9,-1,7771209C6SM4
1.0,4.3,-1,700066GS6IJL
2.5,0.7,-1,616427M6X2V0
1.3,5.8,-1,701226A54UMA
1.0,0.7,-1,001201K2078G
0.7,1.3,-1,420767J7ZDTH
