Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.6,7.6,0
4.3,1.0,1
0.7,1.9,1
1.0,4.3,1
2.5,0.7,1
1.3,5.8,1
1.0,0.7,1
0.7,1.3,1
