Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.7,1.0,1
2.9,8.1,1
8.1,1.6,1
1.1,4.8,1
5.0,0.3,0
0.9,2.8,1
1.6,6.7,1
3.2,0.1,0
