Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,predicted_Phase,probability_Phase_0,probability_Phase_1
2.7,0.4,-1,0,0.9957189149633905,0.004281085036609511
2.8,0.4,-1,0,0.9957468132737404,0.004253186726259628
2.9,0.4,-1,0,0.9957098301522365,0.004290169847763536
3.0,0.4,-1,0,0.9956238658453458,0.00437613415465421
3.1,0.4,-1,0,0.995499862885822,0.00450013711417796
3.2,0.4,-1,0,0.9953454389063836,0.004654561093616394
3.3,0.4,-1,0,0.9951659194128979,0.0048340805871021075
3.4,0.4,-1,0,0.9949650073253906,0.005034992674609384
3.5,0.4,-1,0,0.9947452285936151,0.005254771406384862
3.6,0.4,-1,0,0.9945082365547933,0.005491763445206743
3.7,0.4,-1,0,0.9942550248036923,0.005744975196307678
3.8,0.4,-1,0,0.9939860791637329,0.0060139208362670615
3.9,0.4,-1,0,0.9937014879864137,0.006298512013586333
4.0,0.4,-1,0,0.9934010232022956,0.006598976797704381
4.1,0.4,-1,0,0.9930842003784619,0.006915799621538099
4.2,0.4,-1,0,0.9927503234016513,0.007249676598348742
4.3,0.4,-1,0,0.992398517749848,0.007601482250152003
4.4,0.4,-1,0,0.9920277551724439,0.007972244827556096
4.5,0.4,-1,0,0.9916368718513695,0.008363128148630494
4.6,0.4,-1,0,0.9912245816065024,0.008775418393497603
4.7,0.4,-1,0,0.9907894852937034,0.009210514706296635
4.8,0.4,-1,0,0.9903300773027013,0.009669922697298716
4.9,0.4,-1,0,0.9898447498347878,0.010155250165212237
5.0,0.4,-1,0,0.9893317954898748,0.010668204510125179
5.1,0.4,-1,0,0.9887894085776452,0.01121059142235481
5.2,0.4,-1,0,0.9882156854514506,0.011784314548549446
5.3,0.4,-1,0,0.9876086241130224,0.012391375886977585
5.4,0.4,-1,0,0.9869661232411318,0.013033876758868246
5.5,0.4,-1,0,0.9862859807669793,0.013714019233020736
5.6,0.4,-1,0,0.9855658920494079,0.014434107950592079
5.7,0.4,-1,0,0.9848034476746079,0.015196552325392076
5.8,0.4,-1,0,0.9839961308526881,0.01600386914731189
5.9,0.4,-1,0,0.9831413143480177,0.01685868565198234
6.0,0.4,-1,0,0.9822362568537528,0.01776374314624718
6.1,0.4,-1,0,0.9812780986733287,0.018721901326671286
6.2,0.4,-1,0,0.9802638565605548,0.019736143439445186
6.3,0.4,-1,0,0.979190417535392,0.020809582464607956
6.4,0.4,-1,0,0.978054531496241,0.021945468503759002
6.5,0.4,-1,0,0.976852802420126,0.023147197579874046
6.6,0.4,-1,0,0.975581677983655,0.024418322016344973
6.7,0.4,-1,0,0.9742374374384326,0.025762562561567393
6.8,0.4,-1,0,0.9728161776380375,0.027183822361962484
6.9,0.4,-1,0,0.9713137971697279,0.028686202830272123
7.0,0.4,-1,0,0.9697259786537415,0.03027402134625845
7.1,0.4,-1,0,0.9680481693852698,0.03195183061473017
7.2,0.4,-1,0,0.966275560658687,0.03372443934131297
7.3,0.4,-1,0,0.9644030663038166,0.03559693369618344
7.4,0.4,-1,0,0.9624253011771771,0.03757469882282294
7.5,0.4,-1,0,0.9603365606178613,0.03966343938213868
7.6,0.4,-1,0,0.9581308021372479,0.04186919786275212
7.7,0.4,-1,0,0.955801630926544,0.04419836907345598
7.8,0.4,-1,0,0.953342291046738,0.046657708953262045
7.9,0.4,-1,0,0.9507456644646481,0.049254335535351856
8.0,0.4,-1,0,0.9480042803521656,0.05199571964783445
8.1,0.4,-1,0,0.9451103372600755,0.05488966273992446
0.1,0.5,-1,0,0.8002298024900938,0.1997701975099062
0.2,0.5,-1,0,0.7961614379405546,0.2038385620594454
0.3,0.5,-1,0,0.7913614265359001,0.20863857346409986
0.4,0.5,-1,0,0.7860205415244081,0.21397945847559185
0.5,0.5,-1,0,0.780522342739232,0.21947765726076796
0.6,0.5,-1,0,0.7755138186458908,0.22448618135410925
0.7,0.5,-1,0,0.7719500378708517,0.2280499621291483
0.8,0.5,-1,0,0.7710687833124439,0.22893121668755612
0.9,0.5,-1,0,0.7742532555942034,0.22574674440579656
1.0,0.5,-1,0,0.7827712893371199,0.21722871066288008
1.1,0.5,-1,0,0.7974287711272154,0.20257122887278456
1.2,0.5,-1,0,0.8182182514736951,0.1817817485263049
1.3,0.5,-1,0,0.8440723631733817,0.15592763682661825
1.4,0.5,-1,0,0.8728568447625094,0.12714315523749065
1.5,0.5,-1,0,0.9017323334052207,0.09826766659477926
1.6,0.5,-1,0,0.9278836709494271,0.07211632905057286
1.7,0.5,-1,0,0.9493400096869209,0.050659990313079106
1.8,0.5,-1,0,0.9654287705134266,0.03457122948657343
1.9,0.5,-1,0,0.976621444461216,0.023378555538783985
2.0,0.5,-1,0,0.9839865477606509,0.016013452239349135
2.1,0.5,-1,0,0.9886629404109044,0.011337059589095588
2.2,0.5,-1,0,0.9915773729476314,0.008422627052368625
2.3,0.5,-1,0,0.9933811912369492,0.006618808763050765
2.4,0.5,-1,0,0.9944948355851011,0.0055051644148989
2.5,0.5,-1,0,0.9951775270056942,0.004822472994305826
2.6,0.5,-1,0,0.9955862201076116,0.0044137798923884475
2.7,0.5,-1,0,0.9958161008295292,0.004183899170470795
2.8,0.5,-1,0,0.9959257341030252,0.004074265896974794
2.9,0.5,-1,0,0.9959519288200909,0.00404807117990913
3.0,0.5,-1,0,0.9959183646169549,0.004081635383045068
3.1,0.5,-1,0,0.9958406054031457,0.004159394596854327
3.2,0.5,-1,0,0.9957290545828528,0.004270945417147232
3.3,0.5,-1,0,0.9955907359164939,0.004409264083506059
3.4,0.5,-1,0,0.9954303954706347,0.004569604529365279
3.5,0.5,-1,0,0.9952512028717138,0.004748797128286242
3.6,0.5,-1,0,0.9950552099807055,0.004944790019294487
3.7,0.5,-1,0,0.9948436585702893,0.005156341429710665
3.8,0.5,-1,0,0.9946171912811224,0.005382808718877641
3.9,0.5,-1,0,0.9943759988865395,0.005624001113460508
4.0,0.5,-1,0,0.9941199245301959,0.005880075469804069
4.1,0.5,-1,0,0.9938485382303952,0.0061514617696047935
4.2,0.5,-1,0,0.9935611904174948,0.0064388095825052005
4.3,0.5,-1,0,0.9932570504678324,0.006742949532167586
4.4,0.5,-1,0,0.9929351343478174,0.0070648656521825615
4.5,0.5,-1,0,0.9925943242759558,0.007405675724044158
4.6,0.5,-1,0,0.9922333825065834,0.007766617493416561
4.7,0.5,-1,0,0.9918509607529131,0.008149039247086876
4.8,0.5,-1,0,0.9914456063769421,0.008554393623057877
4.9,0.5,-1,0,0.9910157661906851,0.008984233809314901
5.0,0.5,-1,0,0.9905597884828694,0.009440211517130592
5.1,0.5,-1,0,0.9900759237503962,0.009924076249603786
5.2,0.5,-1,0,0.9895623244789249,0.010437675521075107
5.3,0.5,-1,0,0.9890170442211002,0.01098295577889985
5.4,0.5,-1,0,0.9884380361621652,0.01156196383783481
5.5,0.5,-1,0,0.9878231512723232,0.01217684872767677
5.6,0.5,-1,0,0.9871701361156511,0.012829863884348924
5.7,0.5,-1,0,0.9864766303184069,0.013523369681593067
5.8,0.5,-1,0,0.9857401636637633,0.01425983633623673
5.9,0.5,-1,0,0.9849581527338387,0.015041847266161312
6.0,0.5,-1,0,0.9841278969790892,0.0158721030209108
6.1,0.5,-1,0,0.9832465740551015,0.01675342594489848
6.2,0.5,-1,0,0.9823112342437526,0.01768876575624745
6.3,0.5,-1,0,0.9813187937364773,0.018681206263522654
6.4,0.5,-1,0,0.9802660265398799,0.01973397346012007
6.5,0.5,-1,0,0.9791495547609657,0.020850445239034343
6.6,0.5,-1,0,0.9779658370204061,0.02203416297959393
6.7,0.5,-1,0,0.9767111547751028,0.02328884522489716
6.8,0.5,-1,0,0.9753815963662191,0.024618403633780872
6.9,0.5,-1,0,0.9739730386843348,0.026026961315665176
7.0,0.5,-1,0,0.9724811264336495,0.02751887356635052
7.1,0.5,-1,0,0.9709012491107387,0.029098750889261282
7.2,0.5,-1,0,0.9692285159925405,0.03077148400745955
7.3,0.5,-1,0,0.9674577296270854,0.03254227037291457
7.4,0.5,-1,0,0.965583358572303,0.03441664142769696
7.5,0.5,-1,0,0.9635995104239328,0.03640048957606723
7.6,0.5,-1,0,0.9614999064929179,0.038500093507082056
7.7,0.5,-1,0,0.9592778598528184,0.04072214014718156
7.8,0.5,-1,0,0.9569262588337324,0.04307374116626761
7.9,0.5,-1,0,0.9544375584252975,0.04556244157470246
8.0,0.5,-1,0,0.9518037823754639,0.048196217624536075
8.1,0.5,-1,0,0.9490165390666334,0.05098346093336659
0.1,0.6,0,0,0.8186732906177667,0.18132670938223328
0.2,0.6,-1,0,0.8105432719462442,0.1894567280537558
0.3,0.6,-1,0,0.800037398538052,0.199962601461948
0.4,0.6,-1,0,0.7868606492764911,0.21313935072350887
0.5,0.6,-1,0,0.7709222643841258,0.2290777356158742
0.6,0.6,-1,0,0.7525614253016215,0.2474385746983785
0.7,0.6,-1,0,0.7328163462103703,0.2671836537896297
0.8,0.6,-1,0,0.7136141100666009,0.2863858899333991
0.9,0.6,-1,0,0.6977031587402962,0.3022968412597038
1.0,0.6,-1,0,0.6882346423632271,0.31176535763677293
1.1,0.6,-1,0,0.6881164501144212,0.31188354988557876
1.2,0.6,-1,0,0.6993921913589816,0.30060780864101844
1.3,0.6,-1,0,0.7227729780597656,0.2772270219402344
1.4,0.6,-1,0,0.7572592799729136,0.24274072002708635
1.5,0.6,0,0,0.7998461981584342,0.20015380184156584
1.6,0.6,-1,0,0.8456350270555504,0.15436497294444962
1.7,0.6,-1,0,0.8888609091028457,0.11113909089715435
1.8,0.6,-1,0,0.9247852110939903,0.07521478890600974
1.9,0.6,-1,0,0.9513086568974813,0.04869134310251866
2.0,0.6,-1,0,0.9690578975606741,0.030942102439325936
2.1,0.6,-1,0,0.9801309077730593,0.019869092226940666
2.2,0.6,-1,0,0.9867601057883348,0.01323989421166516
2.3,0.6,-1,0,0.9906608195134368,0.009339180486563237
2.4,0.6,-1,0,0.9929542026841318,0.007045797315868185
2.5,0.6,-1,0,0.99431228633091,0.005687713669090044
2.6,0.6,-1,0,0.9951210268791328,0.004878973120867158
2.7,0.6,-1,0,0.9955992511996783,0.004400748800321708
2.8,0.6,-1,0,0.9958720427472372,0.004127957252762826
2.9,0.6,-1,0,0.9960124390293004,0.003987560970699633
3.0,0.6,-1,0,0.9960642788726091,0.003935721127390934
3.1,0.6,-1,0,0.9960546336313882,0.003945366368611758
3.2,0.6,-1,0,0.9960006502883516,0.003999349711648392
3.3,0.6,-1,0,0.9959134055427512,0.004086594457248793
3.4,0.6,-1,0,0.9958001399670593,0.004199860032940705
3.5,0.6,-1,0,0.995665594047523,0.004334405952477027
3.6,0.6,-1,0,0.9955128321512348,0.004487167848765239
3.7,0.6,-1,0,0.9953437655109383,0.004656234489061717
3.8,0.6,-1,0,0.9951594927675842,0.004840507232415803
3.9,0.6,-1,0,0.9949605265929904,0.005039473407009609
4.0,0.6,-1,0,0.9947469471903787,0.005253052809621295
4.1,0.6,-1,0,0.9945185076804819,0.005481492319518111
