Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_200_(mM),Phase,predicted_Phase,probability_Phase_0,probability_Phase_1
8.0,0.2,-1,0,0.9696649480579254,0.030335051942074642
8.1,0.2,-1,0,0.9685345483720766,0.03146545162792336
0.1,0.3,-1,0,0.7873527326084968,0.2126472673915032
0.2,0.3,-1,0,0.762844433769601,0.23715556623039902
0.3,0.3,-1,0,0.7342136487783932,0.26578635122160676
0.4,0.3,-1,0,0.702785708110298,0.29721429188970205
0.5,0.3,-1,0,0.6706516474116597,0.3293483525883403
0.6,0.3,-1,0,0.6402448455526724,0.35975515444732764
0.7,0.3,-1,0,0.6137573310444964,0.38624266895550363
0.8,0.3,-1,0,0.5927229786818486,0.40727702131815136
0.9,0.3,-1,0,0.5779318123569794,0.42206818764302056
1.0,0.3,-1,0,0.5695854958229916,0.43041450417700844
1.1,0.3,-1,0,0.5675189498864199,0.43248105011358007
1.2,0.3,0,0,0.5713768559529626,0.4286231440470374
1.3,0.3,-1,0,0.5807157792025635,0.41928422079743655
1.4,0.3,-1,0,0.5950449606532402,0.4049550393467598
1.5,0.3,-1,0,0.6138289221673006,0.38617107783269944
1.6,0.3,-1,0,0.636472193933173,0.363527806066827
1.7,0.3,-1,0,0.6623014654344388,0.3376985345655612
1.8,0.3,-1,0,0.6905563619473583,0.30944363805264175
1.9,0.3,-1,0,0.7203965667663965,0.2796034332336035
2.0,0.3,-1,0,0.750929120718979,0.249070879281021
2.1,0.3,-1,0,0.7812549064764198,0.21874509352358018
2.2,0.3,-1,0,0.810528026851216,0.18947197314878395
2.3,0.3,-1,0,0.8380174084113605,0.16198259158863948
2.4,0.3,-1,0,0.863158210916481,0.13684178908351896
2.5,0.3,-1,0,0.8855825397110948,0.1144174602889052
2.6,0.3,-1,0,0.9051241361170241,0.09487586388297586
2.7,0.3,-1,0,0.921798306126675,0.07820169387332498
2.8,0.3,-1,0,0.9357639192672877,0.06423608073271225
2.9,0.3,-1,0,0.947277090027228,0.05272290997277196
3.0,0.3,-1,0,0.956645760981587,0.043354239018412954
3.1,0.3,-1,0,0.9641917456831379,0.035808254316862076
3.2,0.3,-1,0,0.9702233322249185,0.029776667775081478
3.3,0.3,-1,0,0.9750185569538417,0.024981443046158347
3.4,0.3,-1,0,0.9788173729396021,0.021182627060397863
3.5,0.3,-1,0,0.9818201942543965,0.018179805745603517
3.6,0.3,-1,0,0.984190376236711,0.015809623763288982
3.7,0.3,-1,0,0.9860586929382862,0.013941307061713815
3.8,0.3,-1,0,0.9875284801670432,0.012471519832956801
3.9,0.3,-1,0,0.9886806458068804,0.01131935419311958
4.0,0.3,-1,0,0.9895781420125331,0.010421857987466865
4.1,0.3,-1,0,0.9902697480673623,0.009730251932637657
4.2,0.3,-1,0,0.9907931584688185,0.009206841531181453
4.3,0.3,-1,0,0.9911774430066771,0.008822556993322905
4.4,0.3,-1,0,0.9914449731185186,0.008555026881481353
4.5,0.3,-1,0,0.991612911891707,0.008387088108293028
4.6,0.3,-1,0,0.9916943565650627,0.008305643434937338
4.7,0.3,-1,0,0.9916992096566446,0.008300790343355402
4.8,0.3,-1,0,0.9916348418150847,0.008365158184915344
4.9,0.3,-1,0,0.9915065979354267,0.008493402064573274
5.0,0.3,-1,0,0.9913181886371376,0.00868181136286239
5.1,0.3,-1,0,0.991072001788325,0.008927998211675003
5.2,0.3,-1,0,0.9907693630606218,0.0092306369393782
5.3,0.3,-1,0,0.9904107699190945,0.009589230080905509
5.4,0.3,-1,0,0.9899961194118987,0.01000388058810131
5.5,0.3,0,0,0.989524945883204,0.010475054116795945
5.6,0.3,-1,0,0.9889966797758234,0.011003320224176605
5.7,0.3,-1,0,0.9884109323380699,0.01158906766193013
5.8,0.3,-1,0,0.9877678031758705,0.01223219682412946
5.9,0.3,-1,0,0.987068198375141,0.012931801624858963
6.0,0.3,-1,0,0.9863141370740323,0.01368586292596774
6.1,0.3,-1,0,0.9855090155460857,0.01449098445391428
6.2,0.3,-1,0,0.9846577919012134,0.015342208098786614
6.3,0.3,-1,0,0.9837670537423264,0.016232946257673575
6.4,0.3,-1,0,0.9828449370872931,0.017155062912706853
6.5,0.3,-1,0,0.9819008780629019,0.01809912193709806
6.6,0.3,-1,0,0.9809451980484027,0.019054801951597256
6.7,0.3,-1,0,0.9799885450765942,0.020011454923405836
6.8,0.3,-1,0,0.9790412352789417,0.020958764721058287
6.9,0.3,-1,0,0.9781125537232356,0.021887446276764422
7.0,0.3,-1,0,0.9772100809577751,0.022789919042224938
7.1,0.3,-1,0,0.9763391086084994,0.023660891391500627
7.2,0.3,-1,0,0.9755021953606047,0.024497804639395326
7.3,0.3,-1,0,0.9746988962185696,0.025301103781430356
7.4,0.3,-1,0,0.9739256766800963,0.02607432331990367
7.5,0.3,-1,0,0.9731760030892929,0.026823996910707137
7.6,0.3,-1,0,0.9724405838558141,0.02755941614418589
7.7,0.3,-1,0,0.9717077252900026,0.0282922747099974
7.8,0.3,-1,0,0.9709637610333175,0.029036238966682504
7.9,0.3,-1,0,0.9701935149737437,0.02980648502625627
8.0,0.3,-1,0,0.969380762890296,0.030619237109704045
8.1,0.3,-1,0,0.9685086662311733,0.031491333768826735
0.1,0.4,-1,0,0.7373562384974548,0.2626437615025452
0.2,0.4,-1,0,0.6992949412059488,0.3007050587940512
0.3,0.4,-1,0,0.6553187505517144,0.3446812494482856
0.4,0.4,-1,0,0.6078698580934656,0.3921301419065344
0.5,0.4,-1,0,0.5604802845899997,0.43951971541000034
0.6,0.4,-1,0,0.5167633331722961,0.48323666682770394
0.7,0.4,-1,1,0.47937293471720466,0.5206270652827953
0.8,0.4,-1,1,0.44959929766092444,0.5504007023390756
0.9,0.4,-1,1,0.4276217333301702,0.5723782666698298
1.0,0.4,-1,1,0.41300045990982426,0.5869995400901757
1.1,0.4,-1,1,0.4050807000775478,0.5949192999224522
1.2,0.4,-1,1,0.40322218610691607,0.5967778138930839
1.3,0.4,-1,1,0.40689258511307,0.59310741488693
1.4,0.4,-1,1,0.41568252560290375,0.5843174743970962
1.5,0.4,-1,1,0.4292821756212106,0.5707178243787894
1.6,0.4,-1,1,0.4474406563778217,0.5525593436221783
1.7,0.4,-1,1,0.4699183484943603,0.5300816515056397
1.8,0.4,-1,1,0.4964372659589946,0.5035627340410054
1.9,0.4,-1,0,0.5266337085023949,0.4733662914976051
2.0,0.4,-1,0,0.5600184499514285,0.43998155004857153
2.1,0.4,-1,0,0.5959512837675618,0.4040487162324382
2.2,0.4,-1,0,0.6336374294368738,0.36636257056312616
2.3,0.4,-1,0,0.6721518070456796,0.32784819295432044
2.4,0.4,-1,0,0.7104927403539136,0.28950725964608637
2.5,0.4,-1,0,0.7476596642270579,0.2523403357729421
2.6,0.4,-1,0,0.7827418866537528,0.21725811334624723
2.7,0.4,-1,0,0.8150005067805068,0.18499949321949316
2.8,0.4,-1,0,0.8439259703831112,0.15607402961688877
2.9,0.4,-1,0,0.8692600512530362,0.13073994874696382
3.0,0.4,-1,0,0.8909809768850891,0.10901902311491085
3.1,0.4,-1,0,0.9092598761708359,0.09074012382916408
3.2,0.4,-1,0,0.92440215812735,0.07559784187264995
3.3,0.4,-1,0,0.9367876446991659,0.06321235530083413
3.4,0.4,-1,0,0.946819575369318,0.053180424630681955
3.5,0.4,-1,0,0.9548874441787802,0.04511255582121976
3.6,0.4,-1,0,0.9613441430643661,0.03865585693563389
3.7,0.4,-1,0,0.9664950914030896,0.033504908596910354
3.8,0.4,-1,0,0.9705959431732936,0.029404056826706437
3.9,0.4,-1,0,0.9738555653478898,0.02614443465211025
4.0,0.4,-1,0,0.9764416740874822,0.02355832591251783
4.1,0.4,-1,0,0.9784873486516972,0.021512651348302825
4.2,0.4,-1,0,0.9800973683248912,0.01990263167510875
4.3,0.4,-1,0,0.9813538468087017,0.018646153191298254
4.4,0.4,-1,0,0.9823209763937939,0.0176790236062061
4.5,0.4,-1,0,0.9830488844686442,0.016951115531355754
4.6,0.4,-1,0,0.9835766965776429,0.016423303422357094
4.7,0.4,-1,0,0.9839349335168208,0.01606506648317918
4.8,0.4,-1,0,0.9841473723619174,0.015852627638082595
4.9,0.4,-1,0,0.9842324899013875,0.015767510098612547
5.0,0.4,-1,0,0.9842045908966384,0.015795409103361635
5.1,0.4,-1,0,0.9840747073510556,0.015925292648944378
5.2,0.4,-1,0,0.9838513401377895,0.01614865986221048
5.3,0.4,-1,0,0.9835411008551773,0.01645889914482268
5.4,0.4,-1,0,0.9831492989405888,0.01685070105941122
5.5,0.4,-1,0,0.9826805057228967,0.01731949427710333
5.6,0.4,-1,0,0.9821391123817875,0.017860887618212473
5.7,0.4,-1,0,0.9815298821478109,0.018470117852189105
5.8,0.4,-1,0,0.9808584791178419,0.019141520882158147
5.9,0.4,-1,0,0.9801319383373084,0.019868061662691616
6.0,0.4,-1,0,0.979359027418468,0.02064097258153197
6.1,0.4,-1,0,0.9785504426999978,0.021449557300002198
6.2,0.4,-1,0,0.9777187865543056,0.022281213445694448
6.3,0.4,-1,0,0.9768782891394494,0.023121710860550593
6.4,0.4,-1,0,0.9760442667787856,0.02395573322121436
6.5,0.4,-1,0,0.975232346041139,0.024767653958861047
6.6,0.4,-1,0,0.9744575200306826,0.025542479969317355
6.7,0.4,-1,0,0.9737331330080679,0.026266866991932147
6.8,0.4,-1,0,0.9730699042925153,0.026930095707484725
6.9,0.4,-1,0,0.9724750988559663,0.02752490114403372
7.0,0.4,-1,0,0.9719519312219518,0.02804806877804822
7.1,0.4,-1,0,0.9714992559961502,0.02850074400384983
7.2,0.4,-1,0,0.9711115597027629,0.02888844029723714
7.3,0.4,-1,0,0.9707792318062047,0.029220768193795266
7.4,0.4,-1,0,0.9704890635988477,0.02951093640115232
7.5,0.4,-1,0,0.9702249053933656,0.02977509460663441
7.6,0.4,-1,0,0.969968406034809,0.03003159396519095
7.7,0.4,-1,0,0.9696997629304178,0.03030023706958218
7.8,0.4,-1,0,0.9693984230040087,0.03060157699599131
7.9,0.4,-1,0,0.9690436920508319,0.03095630794916815
8.0,0.4,-1,0,0.9686152286617471,0.031384771338252904
8.1,0.4,-1,0,0.9680934164736072,0.03190658352639275
0.1,0.5,-1,0,0.6862565679599015,0.31374343204009847
0.2,0.5,-1,0,0.63431424496207,0.36568575503793
0.3,0.5,-1,0,0.5754651261822801,0.4245348738177199
0.4,0.5,-1,0,0.5138430097854609,0.48615699021453906
0.5,0.5,1,1,0.45462990958253613,0.5453700904174639
0.6,0.5,-1,1,0.4022049473948641,0.5977950526051359
0.7,0.5,1,1,0.35888207729988153,0.6411179227001185
0.8,0.5,-1,1,0.32497576848930976,0.6750242315106902
0.9,0.5,-1,1,0.2996269504137672,0.7003730495862328
1.0,0.5,-1,1,0.2815879172791256,0.7184120827208744
1.1,0.5,-1,1,0.2696688101451059,0.7303311898548941
1.2,0.5,-1,1,0.26290839691432666,0.7370916030856733
1.3,0.5,-1,1,0.2606007734323157,0.7393992265676843
1.4,0.5,-1,1,0.2622660715633742,0.7377339284366258
1.5,0.5,-1,1,0.2676069289867655,0.7323930710132345
1.6,0.5,-1,1,0.2764660645328263,0.7235339354671737
1.7,0.5,-1,1,0.28878841319499315,0.7112115868050068
1.8,0.5,-1,1,0.30458673888233534,0.6954132611176647
1.9,0.5,-1,1,0.323908346154667,0.676091653845333
2.0,0.5,-1,1,0.3468006293456938,0.6531993706543062
2.1,0.5,-1,1,0.37327407606397855,0.6267259239360214
2.2,0.5,-1,1,0.40326282538327973,0.5967371746167203
2.3,0.5,-1,1,0.4365849290126249,0.5634150709873751
2.4,0.5,-1,1,0.47290689736766467,0.5270931026323353
2.5,0.5,-1,0,0.5117194203360356,0.48828057966396443
2.6,0.5,-1,0,0.5523324112113812,0.4476675887886188
2.7,0.5,-1,0,0.5938965641620655,0.4061034358379345
2.8,0.5,-1,0,0.635454556078912,0.364545443921088
2.9,0.5,-1,0,0.6760180505319227,0.32398194946807735
3.0,0.5,-1,0,0.7146586266389363,0.2853413733610637
3.1,0.5,-1,0,0.7505948895619099,0.2494051104380901
3.2,0.5,-1,0,0.7832574517562989,0.2167425482437011
3.3,0.5,-1,0,0.8123192263057035,0.18768077369429648
3.4,0.5,-1,0,0.8376884200827135,0.1623115799172865
3.5,0.5,-1,0,0.8594714949439322,0.14052850505606784
3.6,0.5,-1,0,0.8779192901017723,0.12208070989822772
3.7,0.5,-1,0,0.8933700524376036,0.10662994756239641
3.8,0.5,-1,0,0.9061995915120633,0.09380040848793669
3.9,0.5,0,0,0.9167837340029337,0.08321626599706633
4.0,0.5,-1,0,0.9254738864027559,0.07452611359724415
4.1,0.5,-1,0,0.9325838239369659,0.06741617606303407
4.2,0.5,-1,0,0.9383847635348275,0.06161523646517253
4.3,0.5,-1,0,0.9431058126424432,0.0568941873575568
4.4,0.5,-1,0,0.9469374444058758,0.053062555594124206
4.5,0.5,-1,0,0.9500363369019169,0.04996366309808309
4.6,0.5,-1,0,0.952530524525514,0.04746947547448599
4.7,0.5,-1,0,0.954524271909122,0.045475728090877965
4.8,0.5,-1,0,0.9561023952835512,0.04389760471644877
4.9,0.5,-1,0,0.9573339517515933,0.042666048248406696
5.0,0.5,-1,0,0.9582753274648894,0.041724672535110585
5.1,0.5,-1,0,0.9589728098310388,0.04102719016896117
5.2,0.5,-1,0,0.9594647472662245,0.04053525273377545
5.3,0.5,-1,0,0.9597833958754336,0.0402166041245664
5.4,0.5,-1,0,0.9599565336789055,0.040043466321094456
5.5,0.5,-1,0,0.9600088942004277,0.039991105799572324
5.6,0.5,-1,0,0.9599634361190965,0.040036563880903486
5.7,0.5,-1,0,0.9598424286361933,0.04015757136380671
5.8,0.5,-1,0,0.9596682992822707,0.04033170071772929
5.9,0.5,-1,0,0.9594641699264912,0.040535830073508805
6.0,0.5,-1,0,0.9592540056152075,0.04074599438479254
6.1,0.5,-1,0,0.9590623248752763,0.04093767512472368
6.2,0.5,-1,0,0.9589134688447984,0.041086531155201556
6.3,0.5,-1,0,0.9588304918589756,0.04116950814102438
6.4,0.5,-1,0,0.9588338031412604,0.04116619685873957
6.5,0.5,-1,0,0.958939740374035,0.041060259625965045
6.6,0.5,-1,0,0.9591592766622625,0.04084072333773747
6.7,0.5,-1,0,0.9594970463783739,0.04050295362162615
6.8,0.5,-1,0,0.959950826216641,0.04004917378335904
6.9,0.5,-1,0,0.960511537286493,0.03948846271350703
7.0,0.5,-1,0,0.9611637579226908,0.03883624207730918
7.1,0.5,-1,0,0.9618866696741861,0.03811333032581388
7.2,0.5,-1,0,0.9626553110600753,0.03734468893992471
7.3,0.5,-1,0,0.9634419898170563,0.03655801018294369
7.4,0.5,-1,0,0.9642177042069306,0.03578229579306935
7.5,0.5,-1,0,0.9649534434104226,0.03504655658957745
7.6,0.5,-1,0,0.9656212700456308,0.03437872995436919
7.7,0.5,-1,0,0.9661951275393221,0.03380487246067787
7.8,0.5,-1,0,0.9666513551118214,0.03334864488817857
7.9,0.5,-1,0,0.966968928076426,0.03303107192357402
8.0,0.5,-1,0,0.967129467454015,0.03287053254598504
8.1,0.5,-1,0,0.9671170786275525,0.03288292137244753
0.1,0.6,0,0,0.641016550376662,0.35898344962333795
0.2,0.6,-1,0,0.5773843284597433,0.4226156715402567
0.3,0.6,-1,0,0.5070071541045156,0.4929928458954844
0.4,0.6,-1,1,0.43577164536277735,0.5642283546372227
0.5,0.6,-1,1,0.37005259660537604,0.629947403394624
0.6,0.6,-1,1,0.3142214272076558,0.6857785727923442
0.7,0.6,-1,1,0.2696536524620683,0.7303463475379317
0.8,0.6,-1,1,0.23551155835639292,0.7644884416436071
0.9,0.6,-1,1,0.21003296057256193,0.7899670394274381
1.0,0.6,-1,1,0.19140157689435,0.80859842310565
1.1,0.6,-1,1,0.17810535229568814,0.8218946477043119
1.2,0.6,-1,1,0.16900201289979577,0.8309979871002042
1.3,0.6,-1,1,0.16327274843808937,0.8367272515619106
1.4,0.6,-1,1,0.16035182289488148,0.8396481771051185
1.5,0.6,-1,1,0.15986343023416794,0.8401365697658321
1.6,0.6,-1,1,0.16157288910881107,0.8384271108911889
1.7,0.6,-1,1,0.1653509668173001,0.8346490331826999
1.8,0.6,-1,1,0.17114808515520963,0.8288519148447904
1.9,0.6,-1,1,0.1789751961988486,0.8210248038011514
2.0,0.6,-1,1,0.18888865765063656,0.8111113423493634
2.1,0.6,-1,1,0.2009769834777444,0.7990230165222556
2.2,0.6,-1,1,0.21534779041917318,0.7846522095808268
2.3,0.6,-1,1,0.23211363799919127,0.7678863620008087
2.4,0.6,-1,1,0.25137584844361527,0.7486241515563847
2.5,0.6,-1,1,0.273205883912226,0.726794116087774
2.6,0.6,-1,1,0.2976245307362433,0.7023754692637567
2.7,0.6,-1,1,0.32458003159592863,0.6754199684040714
2.8,0.6,-1,1,0.3539273703493109,0.6460726296506891
2.9,0.6,1,1,0.3854119710618136,0.6145880289381864
3.0,0.6,-1,1,0.418661784318175,0.581338215681825
3.1,0.6,-1,1,0.45319164700880776,0.5468083529911922
3.2,0.6,-1,1,0.4884225079278508,0.5115774920721492
3.3,0.6,-1,0,0.523715511644788,0.476284488355212
3.4,0.6,-1,0,0.5584174886992059,0.44158251130079407
3.5,0.6,-1,0,0.5919111608176593,0.40808883918234073
3.6,0.6,0,0,0.6236616183423678,0.3763383816576322
3.7,0.6,-1,0,0.6532512357318296,0.34674876426817036
3.8,0.6,-1,0,0.680398073663639,0.319601926336361
3.9,0.6,-1,0,0.7049568950079106,0.2950431049920894
4.0,0.6,-1,0,0.7269056844075408,0.2730943155924592
4.1,0.6,-1,0,0.746322834050261,0.253677165949739
4.2,0.6,-1,0,0.7633605845473426,0.23663941545265743
