Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,predicted_Phase,probability_Phase_0,probability_Phase_1
0.1,0.1,0,0,0.7480721534134318,0.2519278465865682
0.2,0.1,-1,0,0.7291520059681602,0.2708479940318398
0.3,0.1,-1,0,0.7094830776100594,0.29051692238994065
0.4,0.1,-1,0,0.689454903338401,0.310545096661599
0.5,0.1,-1,0,0.6695133004316745,0.33048669956832555
0.6,0.1,-1,0,0.6501322594520502,0.3498677405479498
0.7,0.1,-1,0,0.6317818851456138,0.36821811485438616
0.8,0.1,-1,0,0.61489769978715,0.38510230021284997
0.9,0.1,0,0,0.5998562926915838,0.4001437073084162
1.0,0.1,-1,0,0.5869604753519013,0.4130395246480987
1.1,0.1,-1,0,0.5764345352637008,0.4235654647362992
1.2,0.1,-1,0,0.5684279012670856,0.43157209873291436
1.3,0.1,-1,0,0.563024243231979,0.43697575676802103
1.4,0.1,-1,0,0.5602528440479375,0.4397471559520625
1.5,0.1,-1,0,0.5600996754175611,0.4399003245824389
1.6,0.1,-1,0,0.5625165261702705,0.4374834738297295
1.7,0.1,-1,0,0.5674274225873432,0.43257257741265676
1.8,0.1,-1,0,0.5747322721386752,0.42526772786132483
1.9,0.1,-1,0,0.584308124107281,0.41569187589271905
2.0,0.1,-1,0,0.5960087137717949,0.4039912862282051
2.1,0.1,-1,0,0.6096630974260222,0.3903369025739778
2.2,0.1,-1,0,0.6250742348931624,0.3749257651068376
2.3,0.1,-1,0,0.6420183520230012,0.35798164797699883
2.4,0.1,-1,0,0.660245816637314,0.33975418336268604
2.5,0.1,-1,0,0.6794840787123348,0.32051592128766515
2.6,0.1,-1,0,0.6994429565819473,0.30055704341805267
2.7,0.1,-1,0,0.7198222110768597,0.28017778892314027
2.8,0.1,-1,0,0.740320978702357,0.259679021297643
2.9,0.1,-1,0,0.7606482949432802,0.23935170505671977
3.0,0.1,-1,0,0.7805337001127555,0.21946629988724453
3.1,0.1,0,0,0.7997368418938322,0.2002631581061678
3.2,0.1,-1,0,0.8180550975910137,0.1819449024089863
3.3,0.1,-1,0,0.8353285169662286,0.16467148303377144
3.4,0.1,-1,0,0.8514417725247085,0.14855822747529146
3.5,0.1,-1,0,0.8663232124008573,0.1336767875991427
3.6,0.1,-1,0,0.8799414565545476,0.12005854344545241
3.7,0.1,-1,0,0.8923002005597027,0.10769979944029728
3.8,0.1,-1,0,0.9034319719057748,0.09656802809422516
3.9,0.1,-1,0,0.9133915381004272,0.08660846189957283
4.0,0.1,-1,0,0.9222495343977926,0.07775046560220744
4.1,0.1,-1,0,0.9300867093020315,0.06991329069796848
4.2,0.1,-1,0,0.9369890181187657,0.06301098188123433
4.3,0.1,-1,0,0.9430436542590996,0.05695634574090036
4.4,0.1,-1,0,0.9483360049399607,0.05166399506003927
4.5,0.1,-1,0,0.9529474518417373,0.04705254815826265
4.6,0.1,-1,0,0.9569539014872817,0.043046098512718345
4.7,0.1,-1,0,0.9604249164971179,0.03957508350288208
4.8,0.1,-1,0,0.9634233199830078,0.036576680016992213
4.9,0.1,-1,0,0.9660051554665188,0.03399484453348123
5.0,0.1,-1,0,0.9682198997386422,0.0317801002613578
5.1,0.1,-1,0,0.9701108431492003,0.029889156850799736
5.2,0.1,-1,0,0.9717155690232175,0.02828443097678246
5.3,0.1,-1,0,0.9730664798963744,0.026933520103625597
5.4,0.1,-1,0,0.9741913322968685,0.025808667703131505
5.5,0.1,-1,0,0.9751137534344707,0.02488624656552929
5.6,0.1,-1,0,0.9758537223111716,0.024146277688828377
5.7,0.1,-1,0,0.9764280045757232,0.023571995424276793
5.8,0.1,-1,0,0.976850535171593,0.023149464828406963
5.9,0.1,0,0,0.9771327458070118,0.022867254192988185
6.0,0.1,-1,0,0.9772838358449008,0.02271616415509925
6.1,0.1,-1,0,0.9773109856756719,0.022689014324328127
6.2,0.1,-1,0,0.9772195112311692,0.022780488768830764
6.3,0.1,-1,0,0.977012957253919,0.022987042746080988
6.4,0.1,-1,0,0.9766931253043367,0.023306874695663282
6.5,0.1,-1,0,0.9762600304372882,0.02373996956271185
6.6,0.1,-1,0,0.9757117779557802,0.024288222044219765
6.7,0.1,-1,0,0.9750443486909717,0.024955651309028326
6.8,0.1,-1,0,0.9742512778642549,0.025748722135745084
6.9,0.1,-1,0,0.9733232087472743,0.026676791252725707
7.0,0.1,-1,0,0.9722472981736701,0.02775270182632994
7.1,0.1,-1,0,0.971006446850879,0.028993553149121
7.2,0.1,-1,0,0.9695783239952789,0.03042167600472112
7.3,0.1,-1,0,0.9679341547181366,0.0320658452818634
7.4,0.1,-1,0,0.9660372424967818,0.0339627575032182
7.5,0.1,-1,0,0.9638412128909977,0.03615878710900233
7.6,0.1,-1,0,0.9612879963461864,0.038712003653813554
7.7,0.1,-1,0,0.9583056292930223,0.04169437070697768
7.8,0.1,-1,0,0.954806059476141,0.045193940523859055
7.9,0.1,-1,0,0.9506833098160996,0.04931669018390039
8.0,0.1,-1,0,0.9458125926236107,0.054187407376389274
8.1,0.1,0,0,0.9400512518667483,0.059948748133251684
0.1,0.2,-1,0,0.7391515310832233,0.2608484689167767
0.2,0.2,-1,0,0.7153948211276315,0.28460517887236847
0.3,0.2,-1,0,0.6902847362152897,0.30971526378471026
0.4,0.2,-1,0,0.6642948167871054,0.33570518321289455
0.5,0.2,-1,0,0.6379903802564968,0.3620096197435032
0.6,0.2,-1,0,0.6119872721995705,0.3880127278004295
0.7,0.2,-1,0,0.5869017160074748,0.41309828399252524
0.8,0.2,-1,0,0.5633009871673522,0.4366990128326478
0.9,0.2,-1,0,0.5416646445666231,0.4583353554333769
1.0,0.2,-1,0,0.5223625538653494,0.47763744613465065
1.1,0.2,-1,0,0.5056507128761556,0.4943492871238444
1.2,0.2,-1,1,0.491681396494009,0.508318603505991
1.3,0.2,-1,1,0.48052189940010237,0.5194781005998976
1.4,0.2,-1,1,0.4721762050149323,0.5278237949850677
1.5,0.2,-1,1,0.46660534704284373,0.5333946529571563
1.6,0.2,-1,1,0.46374403511039475,0.5362559648896053
1.7,0.2,-1,1,0.4635126306830841,0.5364873693169159
1.8,0.2,-1,1,0.4658245520848112,0.5341754479151888
1.9,0.2,-1,1,0.4705897032075299,0.5294102967924701
2.0,0.2,-1,1,0.47771471189400216,0.5222852881059978
