Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
5.0,0.4,775.0,1
0.1,8.1,1675.0,0
8.1,8.1,1225.0,1
2.8,6.6,50.0,0
0.1,2.7,1200.0,1
4.5,4.8,1300.0,1
1.6,2.0,50.0,1
8.1,1.2,50.0,0
8.1,2.6,1250.0,1
0.1,8.1,650.0,1
3.3,8.1,1250.0,1
0.4,4.7,500.0,1
1.8,0.6,775.0,1
1.4,5.6,1300.0,1
4.2,0.4,50.0,0
8.0,0.4,750.0,1
7.3,5.4,1350.0,0
3.5,2.3,1125.0,1
5.7,7.4,1325.0,1
0.2,2.3,600.0,1
1.9,4.4,50.0,0
5.8,1.9,1175.0,1
6.3,0.2,300.0,0
4.5,8.1,50.0,1
2.1,8.1,400.0,1
2.0,3.7,1175.0,0
2.4,0.4,275.0,1
6.2,3.8,1275.0,0
1.0,6.5,400.0,1
1.5,7.5,1375.0,1
3.2,6.2,1275.0,1
0.1,6.2,1600.0,1
