Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.9,2.5,-1,1997443XEH0Q
8.1,1.2,-1,742624465PTB
1.7,7.9,-1,164427W84CUZ
4.3,0.8,-1,666674VZEIZ7
1.1,5.1,-1,1464167HCPZ8
2.1,0.6,-1,649949FRW665
5.9,1.0,-1,492641V7EIB6
1.4,6.5,-1,4461445625T9
