Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,2.5,1
8.1,1.2,1
1.7,7.9,0
4.3,0.8,0
1.1,5.1,0
2.1,0.6,1
5.9,1.0,0
1.4,6.5,0
