Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
5.9,3.2,-1,117877LUIK6R
0.4,8.1,-1,2122221GW1HO
0.3,1.6,-1,379730JRCKI9
0.3,4.9,-1,791232FHY5XA
3.3,1.6,-1,9137246Q1T49
7.9,3.4,-1,372008POHT1K
1.8,0.7,-1,471782559TYD
0.3,3.3,-1,122029LAZILV
