Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.6,0.7,1575.0,0
0.1,8.1,50.0,0
0.1,4.7,2050.0,0
8.1,8.1,625.0,1
2.1,0.1,50.0,0
8.1,2.2,50.0,0
5.4,8.1,2050.0,0
3.5,4.7,875.0,1
1.4,0.1,1400.0,0
0.5,8.1,1225.0,1
4.6,3.6,2050.0,0
8.1,5.2,1475.0,0
4.4,7.4,50.0,1
0.1,3.8,250.0,0
5.4,0.1,700.0,0
4.4,3.1,50.0,1
4.8,8.1,1100.0,1
0.2,3.5,1175.0,1
7.0,4.7,625.0,1
3.9,0.1,2050.0,0
1.8,7.9,2050.0,0
4.3,2.0,1325.0,0
0.1,0.9,675.0,1
0.1,1.5,2050.0,1
8.1,1.8,850.0,1
3.6,6.0,1600.0,0
2.2,7.3,600.0,1
8.1,3.1,2050.0,0
8.1,8.1,1700.0,0
3.0,1.9,650.0,1
8.1,6.2,50.0,1
2.1,3.1,1725.0,0
