Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.1,0.5,1
6.6,1.1,0
1.1,4.9,0
3.4,0.8,1
0.7,2.5,0
5.1,1.0,1
2.2,0.6,1
0.6,1.4,1
