Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.2,4.3,1750.0,0
8.1,0.8,175.0,0
7.7,8.1,1300.0,0
6.6,0.1,2050.0,0
1.5,8.1,150.0,0
0.6,0.5,150.0,0
4.9,3.9,1325.0,1
2.6,8.1,1350.0,1
0.2,4.4,650.0,1
4.3,0.3,725.0,0
0.1,0.4,1275.0,0
8.1,0.5,1150.0,1
5.4,3.1,50.0,0
8.0,4.5,1275.0,1
0.3,0.8,2050.0,0
2.2,5.1,50.0,0
2.0,2.8,1175.0,0
0.1,7.1,1600.0,1
5.2,6.8,1350.0,0
3.2,1.2,75.0,0
2.2,5.4,1300.0,1
0.1,1.8,725.0,1
0.1,7.0,650.0,0
5.7,1.5,1175.0,1
0.9,3.1,150.0,1
7.8,3.2,50.0,0
5.7,0.6,250.0,1
2.0,0.5,925.0,1
3.8,7.8,50.0,1
0.1,2.6,1400.0,0
3.6,1.3,1175.0,1
7.8,2.5,1275.0,0
