Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
0.6,7.3,-1,177017KAL7C9
8.1,3.8,-1,1101234954B6
0.1,0.6,-1,120003MHDII2
4.1,2.2,-1,132130XTBWNX
0.1,4.0,-1,702737CG79DX
5.9,3.5,-1,210000EH0WC2
2.1,1.4,-1,103110E94D43
0.8,5.6,-1,123710M3JHJ2
