Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,1.3,650.0,1
8.1,8.1,1325.0,0
0.1,7.8,2050.0,1
8.1,2.4,50.0,0
2.6,8.1,50.0,0
5.8,2.8,1375.0,1
0.2,3.3,1700.0,0
3.6,6.9,1300.0,1
0.1,5.6,675.0,0
5.1,0.1,550.0,0
8.1,0.1,1100.0,0
2.2,3.9,50.0,1
2.7,1.9,1325.0,1
8.1,4.9,1200.0,1
2.8,0.6,50.0,0
0.7,6.1,1425.0,1
5.3,2.1,50.0,0
0.1,8.1,350.0,0
0.1,3.3,1025.0,0
7.7,0.3,450.0,0
2.8,4.5,1475.0,0
6.1,6.4,1400.0,0
0.5,2.0,50.0,0
4.8,0.7,1150.0,1
1.2,6.1,125.0,0
8.1,2.5,1150.0,0
0.1,5.4,2000.0,1
1.9,8.1,1600.0,0
2.9,0.1,825.0,0
0.7,3.5,475.0,1
0.5,1.2,1200.0,0
4.8,4.7,1300.0,1
