Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
1.3,4.1,-1,103117PQIBC6
8.1,1.3,-1,7000897B81GO
3.0,8.1,-1,991109E6B91Y
3.9,0.8,-1,000970JVH4MX
0.9,1.1,-1,107102H9T6FL
1.9,6.2,-1,808271LV7R4H
5.9,1.5,-1,317389CISEE2
2.3,0.4,-1,0299803GJKPL
