Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase
1.3,4.1,0
8.1,1.3,0
3.0,8.1,1
3.9,0.8,0
0.9,1.1,1
1.9,6.2,1
5.9,1.5,1
2.3,0.4,0
