Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.0,0.5,-1,769491C2MKUK
1.5,6.9,-1,664727WE1K7O
5.2,1.0,-1,71466178LR33
0.8,3.1,-1,2416460NTULO
1.1,4.9,-1,464444WJW87E
3.5,0.8,-1,9466843YUAL3
2.3,0.6,-1,6966169KKAW5
0.6,1.6,-1,4476889QSMC5
