Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
3.4,1.2,-1,603122RZU108
0.4,8.0,-1,1627074THT2M
8.1,2.9,-1,338311SVGPN5
0.3,3.9,-1,120731OPN78O
0.7,1.2,-1,8323382C4S1K
5.6,2.4,-1,111778U1SCI9
0.2,5.8,-1,017318BWZPCI
2.0,0.6,-1,8123337N47DC
