,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Phase_0_probability,Phase_1_probability
941,5.1,1.2,1,0.03901828073458091,0.9609817192654191
942,5.2,1.2,1,0.043903539226676,0.956096460773324
943,5.3,1.2,1,0.04938036953308256,0.9506196304669174
944,5.4,1.2,1,0.05549508591764152,0.9445049140823585
945,5.5,1.2,1,0.06228980393098027,0.9377101960690197
946,5.6,1.2,1,0.06979974450780446,0.9302002554921955
947,5.7,1.2,1,0.07805014934831433,0.9219498506516857
948,5.8,1.2,1,0.08705294022092858,0.9129470597790714
949,5.9,1.2,1,0.0968033450353687,0.9031966549646313
950,6.0,1.2,1,0.10727680582510857,0.8927231941748914
951,6.1,1.2,1,0.1184265530863513,0.8815734469136487
952,6.2,1.2,1,0.1301822470541083,0.8698177529458917
953,6.3,1.2,1,0.14245002577501964,0.8575499742249804
954,6.4,1.2,1,0.1551141574967687,0.8448858425032313
955,6.5,1.2,1,0.16804029244542562,0.8319597075545744
956,6.6,1.2,1,0.18108009110972034,0.8189199088902797
957,6.7,1.2,1,0.19407682647795355,0.8059231735220465
958,6.8,1.2,1,0.20687146107525223,0.7931285389247478
959,6.9,1.2,1,0.21930870690994198,0.780691293090058
960,7.0,1.2,1,0.23124267976476176,0.7687573202352382
961,7.1,1.2,1,0.24254192674584374,0.7574580732541563
962,7.2,1.2,1,0.25309379253610587,0.7469062074638941
963,7.3,1.2,1,0.2628082464014483,0.7371917535985517
964,7.4,1.2,1,0.2716213706182202,0.7283786293817798
965,7.5,1.2,1,0.2794986650765736,0.7205013349234264
966,7.6,1.2,1,0.2864381099245179,0.7135618900754821
967,7.7,1.2,1,0.2924725291528034,0.7075274708471966
968,7.8,1.2,1,0.2976702660483852,0.7023297339516148
969,7.9,1.2,1,0.30213271839483014,0.6978672816051699
970,8.0,1.2,1,0.30598728166910405,0.694012718330896
971,8.1,1.2,1,0.30937516937297005,0.69062483062703
972,0.1,1.3,0,0.9294099984617787,0.07059000153822126
973,0.2,1.3,0,0.8865519365613181,0.11344806343868186
974,0.3,1.3,0,0.8206194374508868,0.17938056254911317
975,0.4,1.3,0,0.7266064455268975,0.27339355447310254
976,0.5,1.3,0,0.6068874811481351,0.39311251885186493
977,0.6,1.3,1,0.47495066316055556,0.5250493368394444
978,0.7,1.3,1,0.35023820711876397,0.649761792881236
979,0.8,1.3,1,0.24739129887370837,0.7526087011262916
980,0.9,1.3,1,0.17079085869238497,0.829209141307615
981,1.0,1.3,1,0.11721389891874878,0.8827861010812512
982,1.1,1.3,1,0.08088041666553636,0.9191195833344636
983,1.2,1.3,1,0.05650506659844723,0.9434949334015528
984,1.3,1.3,1,0.04015385369655178,0.9598461463034482
985,1.4,1.3,1,0.029119142349259164,0.9708808576507408
986,1.5,1.3,1,0.021592971940435746,0.9784070280595643
987,1.6,1.3,1,0.016385868001975723,0.9836141319980243
988,1.7,1.3,1,0.012722424664616483,0.9872775753353835
989,1.8,1.3,1,0.01009914857786498,0.989900851422135
990,1.9,1.3,1,0.008188291684518845,0.9918117083154812
991,2.0,1.3,1,0.006774613465950097,0.9932253865340499
992,2.1,1.3,1,0.005714802817351483,0.9942851971826485
993,2.2,1.3,1,0.004911845249807811,0.9950881547501922
994,2.3,1.3,1,0.004298917373716904,0.9957010826262831
995,2.4,1.3,1,0.003829226505445149,0.9961707734945549
996,2.5,1.3,1,0.003469528368327701,0.9965304716316723
997,2.6,1.3,1,0.003195925507498032,0.996804074492502
998,2.7,1.3,1,0.002991094879348566,0.9970089051206514
999,2.8,1.3,1,0.002842425448193353,0.9971575745518066
1000,2.9,1.3,1,0.0027407463213648953,0.9972592536786351
1001,3.0,1.3,1,0.0026794458239010055,0.997320554176099
1002,3.1,1.3,1,0.0026538545261018953,0.9973461454738981
1003,3.2,1.3,1,0.0026608098694396176,0.9973391901305604
1004,3.3,1.3,1,0.00269834799689761,0.9973016520031024
1005,3.4,1.3,1,0.002765486276643969,0.997234513723356
1006,3.5,1.3,1,0.002862071694266888,0.9971379283057331
1007,3.6,1.3,1,0.0029886780680499214,0.9970113219319501
1008,3.7,1.3,1,0.00314654033820716,0.9968534596617928
1009,3.8,1.3,1,0.0033375178355754542,0.9966624821644245
1010,3.9,1.3,1,0.003564081010267728,0.9964359189897323
1011,4.0,1.3,1,0.0038293179185302506,0.9961706820814697
1012,4.1,1.3,1,0.0041369580491164015,0.9958630419508836
1013,4.2,1.3,1,0.004491411938829515,0.9955085880611705
1014,4.3,1.3,1,0.00489782554541307,0.9951021744545869
1015,4.4,1.3,1,0.005362148505014375,0.9946378514949856
1016,4.5,1.3,1,0.0058912152127277295,0.9941087847872723
1017,4.6,1.3,1,0.006492836982715744,0.9935071630172843
1018,4.7,1.3,1,0.007175902366611808,0.9928240976333882
1019,4.8,1.3,1,0.007950480814315597,0.9920495191856844
1020,4.9,1.3,1,0.008827922232967467,0.9911720777670325
1021,5.0,1.3,1,0.009820941512657555,0.9901790584873424
1022,5.1,1.3,1,0.010943672827011142,0.9890563271729889
1023,5.2,1.3,1,0.012211673669753509,0.9877883263302465
1024,5.3,1.3,1,0.013641853655940395,0.9863581463440596
1025,5.4,1.3,1,0.015252298858513313,0.9847477011414867
1026,5.5,1.3,1,0.017061959963825757,0.9829380400361742
1027,5.6,1.3,1,0.019090173190534188,0.9809098268094658
1028,5.7,1.3,1,0.021355988218715538,0.9786440117812845
1029,5.8,1.3,1,0.02387728860696825,0.9761227113930318
1030,5.9,1.3,1,0.02666970827908699,0.973330291720913
1031,6.0,1.3,1,0.02974537256682197,0.970254627433178
1032,6.1,1.3,1,0.03311152276444318,0.9668884772355568
1033,6.2,1.3,1,0.036769116327150186,0.9632308836728498
1034,6.3,1.3,1,0.04071152626670482,0.9592884737332952
1035,6.4,1.3,1,0.044923487364371795,0.9550765126356282
1036,6.5,1.3,1,0.049380447766338875,0.9506195522336611
1037,6.6,1.3,1,0.05404847803197299,0.945951521968027
1038,6.7,1.3,1,0.05888486447940977,0.9411151355205902
1039,6.8,1.3,1,0.06383947250333222,0.9361605274966678
1040,6.9,1.3,1,0.06885691487502754,0.9311430851249725
1041,7.0,1.3,1,0.07387950824534073,0.9261204917546593
1042,7.1,1.3,1,0.07885095532333253,0.9211490446766675
1043,7.2,1.3,1,0.08372065327807832,0.9162793467219217
1044,7.3,1.3,1,0.08844849658009935,0.9115515034199007
1045,7.4,1.3,1,0.0930100028964489,0.9069899971035511
1046,7.5,1.3,1,0.09740152516747003,0.90259847483253
1047,7.6,1.3,1,0.10164520028399693,0.8983547997160031
1048,7.7,1.3,1,0.10579310723755952,0.8942068927624405
1049,7.8,1.3,1,0.10992986231553914,0.8900701376844609
1050,7.9,1.3,1,0.11417259470965746,0.8858274052903425
1051,8.0,1.3,1,0.1186670089442714,0.8813329910557286
1052,8.1,1.3,1,0.12357822691376441,0.8764217730862356
1053,0.1,1.4,0,0.942726536674968,0.057273463325032026
1054,0.2,1.4,0,0.9040727861412279,0.09592721385877212
1055,0.3,1.4,0,0.8415099460396505,0.15849005396034954
1056,0.4,1.4,0,0.7476282797709359,0.25237172022906407
1057,0.5,1.4,0,0.6225712278828723,0.37742877211712766
1058,0.6,1.4,1,0.4806496486902816,0.5193503513097184
1059,0.7,1.4,1,0.34552952707008444,0.6544704729299156
1060,0.8,1.4,1,0.23568904208923414,0.7643109579107659
1061,0.9,1.4,1,0.15627351350212848,0.8437264864978715
1062,1.0,1.4,1,0.10276393446451948,0.8972360655354805
1063,1.1,1.4,1,0.0678989004993582,0.9321010995006418
1064,1.2,1.4,1,0.04544703526653393,0.9545529647334661
1065,1.3,1.4,1,0.03099260477392818,0.9690073952260718
1066,1.4,1.4,1,0.021617389115476726,0.9783826108845233
1067,1.5,1.4,1,0.015450786107408021,0.984549213892592
1068,1.6,1.4,1,0.011317004283000642,0.9886829957169994
1069,1.7,1.4,1,0.008485910816716569,0.9915140891832834
1070,1.8,1.4,1,0.006505007560576814,0.9934949924394232
1071,1.9,1.4,1,0.005091341388492765,0.9949086586115072
1072,2.0,1.4,1,0.004064849045221308,0.9959351509547787
1073,2.1,1.4,1,0.003308370273316541,0.9966916297266835
1074,2.2,1.4,1,0.002743890367582935,0.9972561096324171
1075,2.3,1.4,1,0.002318333988341692,0.9976816660116583
1076,2.4,1.4,1,0.001994914865008468,0.9980050851349915
1077,2.5,1.4,1,0.0017477379058163933,0.9982522620941836
1078,2.6,1.4,1,0.0015583419017275446,0.9984416580982725
1079,2.7,1.4,1,0.0014134306519508755,0.9985865693480491
1080,2.8,1.4,1,0.0013033524703587318,0.9986966475296413
1081,2.9,1.4,1,0.0012210635190967878,0.9987789364809032
1082,3.0,1.4,1,0.0011614111548396977,0.9988385888451603
1083,3.1,1.4,1,0.001120633038908636,0.9988793669610914
1084,3.2,1.4,1,0.0010960040707459484,0.998903995929254
1085,3.3,1.4,1,0.001085586000499461,0.9989144139995005
1086,3.4,1.4,1,0.0010880492718570167,0.998911950728143
1087,3.5,1.4,1,0.0011025463143141678,0.9988974536856858
1088,3.6,1.4,1,0.0011286219723842805,0.9988713780276157
1089,3.7,1.4,1,0.0011661511739475827,0.9988338488260524
1090,3.8,1.4,1,0.0012152969477483566,0.9987847030522516
1091,3.9,1.4,1,0.0012764840095087493,0.9987235159904913
1092,4.0,1.4,1,0.0013503846168987366,0.9986496153831013
1093,4.1,1.4,1,0.0014379144096210439,0.998562085590379
1094,4.2,1.4,1,0.0015402367096157832,0.9984597632903842
1095,4.3,1.4,1,0.001658774228872062,0.9983412257711279
1096,4.4,1.4,1,0.0017952274963590753,0.9982047725036409
1097,4.5,1.4,1,0.0019515994745233911,0.9980484005254766
1098,4.6,1.4,1,0.0021302259093545217,0.9978697740906455
1099,4.7,1.4,1,0.0023338108597954488,0.9976661891402046
1100,4.8,1.4,1,0.0025654666333139176,0.9974345333666861
1101,4.9,1.4,1,0.0028287569068652374,0.9971712430931348
1102,5.0,1.4,1,0.0031277411884502726,0.9968722588115497
1103,5.1,1.4,1,0.0034670178579290223,0.996532982142071
1104,5.2,1.4,1,0.003851761803275622,0.9961482381967244
1105,5.3,1.4,1,0.004287751159381514,0.9957122488406185
1106,5.4,1.4,1,0.004781375851621306,0.9952186241483787
1107,5.5,1.4,1,0.005339618681887259,0.9946603813181127
1108,5.6,1.4,1,0.005969997876263733,0.9940300021237363
1109,5.7,1.4,1,0.006680458642563281,0.9933195413574367
1110,5.8,1.4,1,0.007479201017417836,0.9925207989825822
1111,5.9,1.4,1,0.008374432807386256,0.9916255671926137
1112,6.0,1.4,1,0.009374040426223473,0.9906259595737765
1113,6.1,1.4,1,0.01048517759556944,0.9895148224044306
1114,6.2,1.4,1,0.01171378240019294,0.9882862175998071
1115,6.3,1.4,1,0.013064046814861285,0.9869359531851387
1116,6.4,1.4,1,0.014537878426040152,0.9854621215739598
1117,6.5,1.4,1,0.0161344098759173,0.9838655901240827
1118,6.6,1.4,1,0.01784962513318078,0.9821503748668192
1119,6.7,1.4,1,0.01967618041123842,0.9803238195887616
1120,6.8,1.4,1,0.02160349928681171,0.9783965007131883
1121,6.9,1.4,1,0.02361821496617722,0.9763817850338228
1122,7.0,1.4,1,0.025705017730388136,0.9742949822696119
1123,7.1,1.4,1,0.027847943614574433,0.9721520563854256
1124,7.2,1.4,1,0.030032113440711328,0.9699678865592887
1125,7.3,1.4,1,0.03224590172396802,0.967754098276032
1126,7.4,1.4,1,0.03448348440895188,0.9655165155910481
1127,7.5,1.4,1,0.036747683226849404,0.9632523167731506
1128,7.6,1.4,1,0.03905299118173389,0.9609470088182661
1129,7.7,1.4,1,0.04142862408423298,0.958571375915767
1130,7.8,1.4,1,0.043921388966964514,0.9560786110330355
1131,7.9,1.4,1,0.04659807811594874,0.9534019218840513
1132,8.0,1.4,1,0.0495469685037051,0.9504530314962949
1133,8.1,1.4,1,0.052877815217129864,0.9471221847828701
1134,0.1,1.5,0,0.9540447583480045,0.04595524165199549
1135,0.2,1.5,0,0.9199336255460366,0.08006637445396336
1136,0.3,1.5,0,0.8618547895977144,0.13814521040228556
1137,0.4,1.5,0,0.7699908991166922,0.23000910088330784
1138,0.5,1.5,0,0.641439474955348,0.35856052504465197
1139,0.6,1.5,1,0.49031426893049357,0.5096857310695064
1140,0.7,1.5,1,0.34459985138386173,0.6554001486161383
1141,0.8,1.5,1,0.22740960871317384,0.7725903912868262
1142,0.9,1.5,1,0.14499863082164666,0.8550013691783533
1143,1.0,1.5,1,0.09145556078999562,0.9085444392100044
1144,1.1,1.5,1,0.057927023946263034,0.942072976053737
1145,1.2,1.5,1,0.037205389516316245,0.9627946104836838
1146,1.3,1.5,1,0.024400251899578507,0.9755997481004215
1147,1.4,1.5,1,0.016407471405159413,0.9835925285948406
1148,1.5,1.5,1,0.011324834762490354,0.9886751652375096
1149,1.6,1.5,1,0.008014886170371938,0.9919851138296281
1150,1.7,1.5,1,0.0058049880885846505,0.9941950119114153
1151,1.8,1.5,1,0.004295164886684688,0.9957048351133153
1152,1.9,1.5,1,0.0032428450899715244,0.9967571549100285
1153,2.0,1.5,1,0.0024968335186486,0.9975031664813514
1154,2.1,1.5,1,0.0019601732012688444,0.9980398267987312
1155,2.2,1.5,1,0.001569099572293453,0.9984309004277065
1156,2.3,1.5,1,0.0012808028658355397,0.9987191971341645
1157,2.4,1.5,1,0.0010660653169907164,0.9989339346830093
1158,2.5,1.5,1,0.0009046785805821855,0.9990953214194178
1159,2.6,1.5,1,0.0007825083406487465,0.9992174916593513
1160,2.7,1.5,1,0.0006895715532664326,0.9993104284467336
1161,2.8,1.5,1,0.0006187556779195802,0.9993812443220804
1162,2.9,1.5,1,0.0005649545618098273,0.9994350454381902
1163,3.0,1.5,1,0.0005244794704140077,0.999475520529586
1164,3.1,1.5,1,0.0004946541953358974,0.9995053458046641
1165,3.2,1.5,1,0.00047353462002774904,0.9995264653799723
1166,3.3,1.5,1,0.00045971322072091425,0.9995402867792791
1167,3.4,1.5,1,0.00045218207071684446,0.9995478179292832
1168,3.5,1.5,1,0.0004502365006828768,0.9995497634993171
1169,3.6,1.5,1,0.00045340734800447535,0.9995465926519955
1170,3.7,1.5,1,0.00046141354880546714,0.9995385864511945
1171,3.8,1.5,1,0.00047412942956270854,0.9995258705704373
1172,3.9,1.5,1,0.0004915628603612276,0.9995084371396388
1173,4.0,1.5,1,0.0005138415954206721,0.9994861584045793
1174,4.1,1.5,1,0.0005412060273783936,0.9994587939726216
1175,4.2,1.5,1,0.0005740071233049093,0.9994259928766951
1176,4.3,1.5,1,0.0006127087434606437,0.9993872912565394
1177,4.4,1.5,1,0.0006578938208576801,0.9993421061791423
1178,4.5,1.5,1,0.0007102740618165626,0.9992897259381834
1179,4.6,1.5,1,0.000770702943100332,0.9992292970568997
1180,4.7,1.5,1,0.0008401918461231617,0.9991598081538768
1181,4.8,1.5,1,0.0009199291182540037,0.999080070881746
1182,4.9,1.5,1,0.00101130179973552,0.9989886982002645
1183,5.0,1.5,1,0.0011159195686332168,0.9988840804313668
1184,5.1,1.5,1,0.0012356402033901759,0.9987643597966098
1185,5.2,1.5,1,0.0013725954934216134,0.9986274045065784
1186,5.3,1.5,1,0.0015292160284161582,0.9984707839715838
1187,5.4,1.5,1,0.0017082526730973768,0.9982917473269026
1188,5.5,1.5,1,0.0019127917786363469,0.9980872082213637
1189,5.6,1.5,1,0.002146260353811158,0.9978537396461888
1190,5.7,1.5,1,0.0024124165963712585,0.9975875834036287
1191,5.8,1.5,1,0.002715320487595818,0.9972846795124042
1192,5.9,1.5,1,0.003059278884052219,0.9969407211159478
1193,6.0,1.5,1,0.0034487598722989787,0.996551240127701
1194,6.1,1.5,1,0.0038882725064013357,0.9961117274935987
1195,6.2,1.5,1,0.004382210742619463,0.9956177892573805
1196,6.3,1.5,1,0.004934664577604053,0.995065335422396
1197,6.4,1.5,1,0.005549207229819331,0.9944507927701807
1198,6.5,1.5,1,0.006228674347994456,0.9937713256520055
1199,6.6,1.5,1,0.006974959067065356,0.9930250409329346
1200,6.7,1.5,1,0.0077888543905828556,0.9922111456094171
1201,6.8,1.5,1,0.008669980568583924,0.9913300194314161
1202,6.9,1.5,1,0.009616838773354175,0.9903831612266458
1203,7.0,1.5,1,0.010627032396428149,0.9893729676035719
1204,7.1,1.5,1,0.01169769331909265,0.9883023066809073
1205,7.2,1.5,1,0.012826142578433064,0.9871738574215669
1206,7.3,1.5,1,0.014010803862106513,0.9859891961378935
1207,7.4,1.5,1,0.015252375441150434,0.9847476245588496
1208,7.5,1.5,1,0.016555252807847864,0.9834447471921521
1209,7.6,1.5,1,0.017929181585373044,0.982070818414627
1210,7.7,1.5,1,0.019391107726505652,0.9806088922734943
1211,7.8,1.5,1,0.020967177130501113,0.9790328228694989
1212,7.9,1.5,1,0.022694812744020965,0.977305187255979
1213,8.0,1.5,1,0.024624751721262328,0.9753752482787377
1214,8.1,1.5,1,0.026822840324939534,0.9731771596750605
1215,0.1,1.6,0,0.9634923861823381,0.03650761381766188
1216,0.2,1.6,0,0.9339977810294613,0.0660022189705387
1217,0.3,1.6,0,0.8812064240281643,0.11879357597183571
1218,0.4,1.6,0,0.7931160968602171,0.2068839031397829
1219,0.5,1.6,0,0.6631299642331214,0.3368700357668786
1220,0.6,1.6,0,0.5038434541340697,0.4961565458659303
1221,0.7,1.6,1,0.3473270240366446,0.6526729759633554
1222,0.8,1.6,1,0.22223018201771083,0.7777698179822892
1223,0.9,1.6,1,0.13645017888177335,0.8635498211182266
1224,1.0,1.6,1,0.0826416843547122,0.9173583156452878
1225,1.1,1.6,1,0.05024041428794135,0.9497595857120587
1226,1.2,1.6,1,0.031015234598726238,0.9689847654012738
1227,1.3,1.6,1,0.01960023369110786,0.9803997663088921
1228,1.4,1.6,1,0.012728684557032466,0.9872713154429675
1229,1.5,1.6,1,0.008493072120700162,0.9915069278792998
1230,1.6,1.6,1,0.005808817169963731,0.9941911828300363
1231,1.7,1.6,1,0.004062175311446481,0.9959378246885535
1232,1.8,1.6,1,0.0028997232871006418,0.9971002767128994
1233,1.9,1.6,1,0.0021115000830604913,0.9978884999169395
1234,2.0,1.6,1,0.001568474127338959,0.998431525872661
1235,2.1,1.6,1,0.0011889962531768106,0.9988110037468232
1236,2.2,1.6,1,0.0009202278851034862,0.9990797721148965
1237,2.3,1.6,1,0.000727398379922306,0.9992726016200777
1238,2.4,1.6,1,0.0005873264092315367,0.9994126735907685
1239,2.5,1.6,1,0.00048438471878853306,0.9995156152812115
1240,2.6,1.6,1,0.00040792995082483685,0.9995920700491752
1241,2.7,1.6,1,0.00035064069948020915,0.9996493593005198
1242,2.8,1.6,1,0.0003074311708815003,0.9996925688291185
1243,2.9,1.6,1,0.00027473484487927635,0.9997252651551207
1244,3.0,1.6,1,0.00025002837242027454,0.9997499716275797
1245,3.1,1.6,1,0.00023151265600063198,0.9997684873439994
1246,3.2,1.6,1,0.00021789756397083693,0.9997821024360292
1247,3.3,1.6,1,0.00020825548062930466,0.9997917445193707
1248,3.4,1.6,1,0.00020192096201299137,0.999798079037987
1249,3.5,1.6,1,0.00019842157337279787,0.9998015784266272
1250,3.6,1.6,1,0.00019743002928862552,0.9998025699707114
1251,3.7,1.6,1,0.00019873107316925598,0.9998012689268307
1252,3.8,1.6,1,0.00020219872578763898,0.9997978012742124
1253,3.9,1.6,1,0.00020778093710305257,0.999792219062897
1254,4.0,1.6,1,0.0002154896960746555,0.9997845103039253
1255,4.1,1.6,1,0.0002253952494584155,0.9997746047505416
1256,4.2,1.6,1,0.00023762357363921183,0.9997623764263608
1257,4.3,1.6,1,0.0002523565177625642,0.9997476434822374
1258,4.4,1.6,1,0.00026983427721916087,0.9997301657227808
1259,4.5,1.6,1,0.00029035998068138724,0.9997096400193186
1260,4.6,1.6,1,0.0003143063008792524,0.9996856936991207
1261,4.7,1.6,1,0.0003421240435272921,0.9996578759564727
1262,4.8,1.6,1,0.0003743527197457297,0.9996256472802543
1263,4.9,1.6,1,0.0004116330844681215,0.9995883669155319
1264,5.0,1.6,1,0.0004547216053651937,0.9995452783946348
1265,5.1,1.6,1,0.0005045067313176332,0.9994954932686824
1266,5.2,1.6,1,0.0005620267040740146,0.999437973295926
1267,5.3,1.6,1,0.0006284884525484813,0.9993715115474515
1268,5.4,1.6,1,0.0007052868456867145,0.9992947131543133
1269,5.5,1.6,1,0.0007940232316059337,0.9992059767683941
1270,5.6,1.6,1,0.0008965217745071641,0.9991034782254928
1271,5.7,1.6,1,0.0010148416484980771,0.9989851583515019
1272,5.8,1.6,1,0.001151282656451258,0.9988487173435487
1273,5.9,1.6,1,0.0013083814795891158,0.9986916185204109
1274,6.0,1.6,1,0.0014888955544165583,0.9985111044455834
1275,6.1,1.6,1,0.0016957717231207425,0.9983042282768793
1276,6.2,1.6,1,0.001932097495682683,0.9980679025043173
1277,6.3,1.6,1,0.002201034138920477,0.9977989658610795
1278,6.4,1.6,1,0.0025057330341269335,0.9974942669658731
1279,6.5,1.6,1,0.0028492398670323382,0.9971507601329677
1280,6.6,1.6,1,0.003234395126241907,0.9967656048737581
1281,6.7,1.6,1,0.00366374379939316,0.9963362562006068
1282,6.8,1.6,1,0.004139471686016805,0.9958605283139832
1283,6.9,1.6,1,0.004663389721827116,0.9953366102781729
1284,7.0,1.6,1,0.005236990593175506,0.9947630094068245
1285,7.1,1.6,1,0.005861603171410934,0.9941383968285891
1286,7.2,1.6,1,0.006538669581345857,0.9934613304186541
1287,7.3,1.6,1,0.007270167104479697,0.9927298328955203
1288,7.4,1.6,1,0.008059192926793912,0.9919408070732061
1289,7.5,1.6,1,0.008910724596717046,0.991089275403283
1290,7.6,1.6,1,0.009832563568807018,0.990167436431193
1291,7.7,1.6,1,0.010836463645659933,0.9891635363543401
1292,7.8,1.6,1,0.01193943968644362,0.9880605603135564
1293,7.9,1.6,1,0.013165242038098768,0.9868347579619012
1294,8.0,1.6,1,0.014545963327805111,0.9854540366721949
1295,8.1,1.6,1,0.016123707548445054,0.983876292451555
1296,0.1,1.7,0,0.9712472699972068,0.028752730002793214
1297,0.2,1.7,0,0.9462222456685367,0.05377775433146326
1298,0.3,1.7,0,0.8991975193040389,0.1008024806959611
1299,0.4,1.7,0,0.8164036592025923,0.18359634079740772
1300,0.5,1.7,0,0.6871902826101746,0.31280971738982544
1301,0.6,1.7,0,0.5211120206878377,0.4788879793121623
1302,0.7,1.7,1,0.35364590462160095,0.646354095378399
1303,0.8,1.7,1,0.21992171843430697,0.780078281565693
1304,0.9,1.7,1,0.13023550729144517,0.8697644927085548
1305,1.0,1.7,1,0.07583297878989015,0.9241670212101099
1306,1.1,1.7,1,0.044305140960091194,0.9556948590399088
1307,1.2,1.7,1,0.026331361043048673,0.9736686389569513
1308,1.3,1.7,1,0.016061909289987852,0.9839380907100121
1309,1.4,1.7,1,0.010086201810736384,0.9899137981892636
1310,1.5,1.7,1,0.006508698090556209,0.9934913019094438
1311,1.6,1.7,1,0.004301530949533117,0.9956984690504669
1312,1.7,1.7,1,0.002903885678392726,0.9970961143216073
1313,1.8,1.7,1,0.0020002445600084684,0.9979997554399915
1314,1.9,1.7,1,0.0014059739286267359,0.9985940260713733
1315,2.0,1.7,1,0.0010092116978057675,0.9989907883021942
1316,2.1,1.7,1,0.0007404427121855406,0.9992595572878145
1317,2.2,1.7,1,0.0005557070242048212,0.9994442929757952
1318,2.3,1.7,1,0.0004268479115125956,0.9995731520884874
1319,2.4,1.7,1,0.00033563533588676364,0.9996643646641132
1320,2.5,1.7,1,0.00027014315310225356,0.9997298568468977
1321,2.6,1.7,1,0.00022248531490731693,0.9997775146850927
1322,2.7,1.7,1,0.00018738855055744352,0.9998126114494426
1323,2.8,1.7,1,0.00016128573543028324,0.9998387142645697
1324,2.9,1.7,1,0.0001417357126456409,0.9998582642873544
1325,3.0,1.7,1,0.0001270490142815106,0.9998729509857185
1326,3.1,1.7,1,0.00011604428334521799,0.9998839557166548
1327,3.2,1.7,1,0.0001078882734191211,0.9998921117265809
1328,3.3,1.7,1,0.00010198973109254439,0.9998980102689075
1329,3.4,1.7,1,9.792836897304369e-05,0.999902071631027
1330,3.5,1.7,1,9.540692042264709e-05,0.9999045930795774
1331,3.6,1.7,1,9.421856930202921e-05,0.999905781430698
1332,3.7,1.7,1,9.422475955034315e-05,0.9999057752404497
1333,3.8,1.7,1,9.534012963285932e-05,0.9999046598703671
1334,3.9,1.7,1,9.752242863214633e-05,0.9999024775713679
1335,4.0,1.7,1,0.0001007660167715585,0.9998992339832284
1336,4.1,1.7,1,0.00010509801506941585,0.9998949019849306
1337,4.2,1.7,1,0.0001105765173861073,0.9998894234826139
1338,4.3,1.7,1,0.00011729047434982931,0.9998827095256502
1339,4.4,1.7,1,0.0001253610290632423,0.9998746389709368
1340,4.5,1.7,1,0.00013494418146819953,0.9998650558185318
1341,4.6,1.7,1,0.00014623475260577834,0.9998537652473942
1342,4.7,1.7,1,0.0001594716466115642,0.9998405283533884
1343,4.8,1.7,1,0.00017494447854460304,0.9998250555214554
1344,4.9,1.7,1,0.0001930016319420247,0.999806998368058
1345,5.0,1.7,1,0.00021405982488431619,0.9997859401751157
1346,5.1,1.7,1,0.00023861523550294805,0.999761384764497
1347,5.2,1.7,1,0.0002672561993222189,0.9997327438006778
1348,5.3,1.7,1,0.0003006773985134714,0.9996993226014865
1349,5.4,1.7,1,0.00033969535058986366,0.9996603046494101
1350,5.5,1.7,1,0.00038526482535417017,0.9996147351746458
1351,5.6,1.7,1,0.00043849559665432025,0.9995615044033457
1352,5.7,1.7,1,0.0005006686660635751,0.9994993313339364
1353,5.8,1.7,1,0.0005732507861466729,0.9994267492138533
1354,5.9,1.7,1,0.0006579058140232519,0.9993420941859767
1355,6.0,1.7,1,0.0007565011577526093,0.9992434988422474
1356,6.1,1.7,1,0.0008711074600569191,0.9991288925399431
1357,6.2,1.7,1,0.0010039897566684886,0.9989960102433315
1358,6.3,1.7,1,0.001157588796672826,0.9988424112033272
1359,6.4,1.7,1,0.0013344920945428385,0.9986655079054572
1360,6.5,1.7,1,0.0015373957335214072,0.9984626042664786
1361,6.6,1.7,1,0.0017690599534034845,0.9982309400465965
1362,6.7,1.7,1,0.0020322640831409444,0.9979677359168591
1363,6.8,1.7,1,0.002329769302718887,0.9976702306972811
1364,6.9,1.7,1,0.0026643007446409683,0.997335699255359
1365,7.0,1.7,1,0.003038563260247429,0.9969614367397526
1366,7.1,1.7,1,0.0034553074615359947,0.996544692538464
1367,7.2,1.7,1,0.003917464042274332,0.9960825359577257
1368,7.3,1.7,1,0.0044283647838483375,0.9955716352161517
1369,7.4,1.7,1,0.004992067954049162,0.9950079320459508
1370,7.5,1.7,1,0.0056138042391467025,0.9943861957608533
1371,7.6,1.7,1,0.006300557044937705,0.9936994429550623
1372,7.7,1.7,1,0.007061788143801095,0.9929382118561989
1373,7.8,1.7,1,0.007910315886988428,0.9920896841130116
1374,7.9,1.7,1,0.008863347461669946,0.99113665253833
1375,8.0,1.7,1,0.009943656469772577,0.9900563435302274
1376,8.1,1.7,1,0.011180878186678456,0.9888191218133215
1377,0.1,1.8,0,0.9775166656046395,0.022483334395360544
1378,0.2,1.8,0,0.9566461464467011,0.043353853553298904
1379,0.3,1.8,0,0.9155581179203409,0.08444188207965908
1380,0.4,1.8,0,0.8392666250767888,0.16073337492321116
1381,0.5,1.8,0,0.7130781372109141,0.28692186278908594
1382,0.6,1.8,0,0.5419507400826831,0.45804925991731693
1383,0.7,1.8,1,0.36354146012715205,0.636458539872848
1384,0.8,1.8,1,0.22034289037469534,0.7796571096253047
1385,0.9,1.8,1,0.12606662635676003,0.87393337364324
1386,1.0,1.8,1,0.07066328815801626,0.9293367118419837
1387,1.1,1.8,1,0.03972830965653884,0.9602716903434612
