,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Phase_0_probability,Phase_1_probability
98,1.8,0.2,0,0.8964402053054528,0.10355979469454724
99,1.9,0.2,0,0.9171930409150946,0.08280695908490543
100,2.0,0.2,0,0.934909614121807,0.06509038587819305
101,2.1,0.2,0,0.9496092230747308,0.050390776925269165
102,2.2,0.2,0,0.9614928598668939,0.03850714013310608
103,2.3,0.2,0,0.9708806162886958,0.02911938371130418
104,2.4,0.2,0,0.9781521440936558,0.021847855906344193
105,2.5,0.2,0,0.9836965226515986,0.01630347734840143
106,2.6,0.2,0,0.987875333229681,0.012124666770318981
107,2.7,0.2,0,0.9910006371949294,0.008999362805070632
108,2.8,0.2,0,0.9933268761441241,0.006673123855875929
109,2.9,0.2,0,0.995053170077199,0.004946829922801044
110,3.0,0.2,0,0.9963313606663178,0.003668639333682222
111,3.1,0.2,0,0.9972757439722955,0.0027242560277045413
112,3.2,0.2,0,0.9979719943873988,0.0020280056126011914
113,3.3,0.2,0,0.9984843097948897,0.0015156902051103316
114,3.4,0.2,0,0.9988607718330513,0.0011392281669486692
115,3.5,0.2,0,0.9991372972438057,0.0008627027561942668
116,3.6,0.2,0,0.9993405837622049,0.0006594162377950852
117,3.7,0.2,0,0.9994903507443951,0.000509649255604927
118,3.8,0.2,0,0.9996010668351119,0.0003989331648881489
119,3.9,0.2,0,0.9996832849141128,0.0003167150858871537
120,4.0,0.2,0,0.9997446659313027,0.00025533406869726605
121,4.1,0.2,0,0.9997907542204985,0.00020924577950154344
122,4.2,0.2,0,0.999825556318342,0.0001744436816579764
123,4.3,0.2,0,0.9998519673054034,0.0001480326945966226
124,4.4,0.2,0,0.9998720812604915,0.0001279187395084591
125,4.5,0.2,0,0.9998874152759072,0.0001125847240928124
126,4.6,0.2,0,0.9998990700050854,0.00010092999491462251
127,4.7,0.2,0,0.9999078441563825,9.215584361754736e-05
128,4.8,0.2,0,0.9999143158496508,8.568415034915233e-05
129,4.9,0.2,0,0.9999189002230651,8.10997769349342e-05
130,5.0,0.2,0,0.9999218900444475,7.810995555246336e-05
131,5.1,0.2,0,0.9999234841103544,7.651588964563416e-05
132,5.2,0.2,0,0.9999238067950955,7.619320490448445e-05
133,5.3,0.2,0,0.99992292109971,7.70789002899619e-05
134,5.4,0.2,0,0.999920836788533,7.916321146694827e-05
135,5.5,0.2,0,0.9999175147179358,8.248528206422634e-05
136,5.6,0.2,0,0.9999128680143485,8.71319856514674e-05
137,5.7,0.2,0,0.9999067605350547,9.32394649453272e-05
138,5.8,0.2,0,0.9998990027680748,0.00010099723192524834
139,5.9,0.2,0,0.9998893451730737,0.00011065482692629303
140,6.0,0.2,0,0.9998774687760488,0.00012253122395122773
141,6.1,0.2,0,0.9998629726784429,0.00013702732155707054
142,6.2,0.2,0,0.999845357938284,0.0001546420617160038
143,6.3,0.2,0,0.9998240070749489,0.00017599292505110498
144,6.4,0.2,0,0.9997981581761906,0.00020184182380944549
145,6.5,0.2,0,0.9997668722255639,0.00023312777443607047
146,6.6,0.2,0,0.9997289918319439,0.0002710081680561416
147,6.7,0.2,0,0.9996830889342618,0.00031691106573816796
148,6.8,0.2,0,0.9996273982756065,0.00037260172439346206
149,6.9,0.2,0,0.9995597324166283,0.0004402675833716785
150,7.0,0.2,0,0.9994773727415804,0.0005226272584195613
151,7.1,0.2,0,0.9993769291791068,0.0006230708208931901
152,7.2,0.2,0,0.9992541592275757,0.0007458407724243443
153,7.3,0.2,0,0.9991037341708306,0.0008962658291693515
154,7.4,0.2,0,0.9989189371410703,0.0010810628589297266
155,7.5,0.2,0,0.9986912739049103,0.0013087260950896962
156,7.6,0.2,0,0.998409973170169,0.0015900268298310039
157,7.7,0.2,0,0.9980613491790109,0.0019386508209890962
158,7.8,0.2,0,0.9976279963374282,0.002372003662571842
159,7.9,0.2,0,0.9970877850977331,0.0029122149022668964
160,8.0,0.2,0,0.9964126326351561,0.0035873673648438853
161,8.1,0.2,0,0.9955670347405885,0.004432965259411503
162,0.1,0.3,0,0.7265772340651893,0.27342276593481074
163,0.2,0.3,0,0.703594617599947,0.296405382400053
164,0.3,0.3,0,0.6815517878729906,0.31844821212700936
165,0.4,0.3,0,0.6614453755968839,0.3385546244031161
166,0.5,0.3,0,0.6442424900327524,0.35575750996724764
167,0.6,0.3,0,0.6308013772915615,0.3691986227084385
168,0.7,0.3,0,0.6218150234785185,0.37818497652148153
169,0.8,0.3,0,0.6177828361649347,0.3822171638350653
170,0.9,0.3,0,0.619005078781953,0.380994921218047
171,1.0,0.3,0,0.6255884288775349,0.37441157112246515
172,1.1,0.3,0,0.6374509740432757,0.36254902595672434
173,1.2,0.3,0,0.6543199015132473,0.34568009848675274
174,1.3,0.3,0,0.675722399389258,0.32427760061074196
175,1.4,0.3,0,0.700977380216159,0.29902261978384104
176,1.5,0.3,0,0.7292005108992612,0.2707994891007388
177,1.6,0.3,0,0.7593357133412155,0.24066428665878448
178,1.7,0.3,0,0.7902211432190143,0.20977885678098573
179,1.8,0.3,0,0.8206866896387055,0.1793133103612945
180,1.9,0.3,0,0.8496665645207031,0.1503334354792969
181,2.0,0.3,0,0.8763010268044127,0.12369897319558731
182,2.1,0.3,0,0.9000020514469043,0.09999794855309574
183,2.2,0.3,0,0.9204699571292849,0.07953004287071508
184,2.3,0.3,0,0.9376652940895838,0.06233470591041623
185,2.4,0.3,0,0.9517527922254203,0.04824720777457969
186,2.5,0.3,0,0.9630362007077338,0.03696379929226623
187,2.6,0.3,0,0.9718968932639882,0.028103106736011796
188,2.7,0.3,0,0.9787420552514732,0.021257944748526825
189,2.8,0.3,0,0.9839645476783971,0.01603545232160286
190,2.9,0.3,0,0.9879155718173251,0.012084428182674856
191,3.0,0.3,0,0.9908903877982311,0.009109612201768869
192,3.1,0.3,0,0.9931254972345869,0.006874502765413126
193,3.2,0.3,0,0.9948038530327494,0.00519614696725057
194,3.3,0.3,0,0.9960640307796211,0.003935969220378865
