6.946586300862236385e-01 3.053413699137763615e-01
6.860987280791164267e-01 3.139012719208835733e-01
6.804941949587259842e-01 3.195058050412740158e-01
6.784247849994358148e-01 3.215752150005641852e-01
6.803508578316268540e-01 3.196491421683731460e-01
6.865718343969433590e-01 3.134281656030566410e-01
6.971920499298676077e-01 3.028079500701323923e-01
7.120947650989251088e-01 2.879052349010748912e-01
7.309263510473442693e-01 2.690736489526557307e-01
7.530952979226981370e-01 2.469047020773018630e-01
7.777929464717772134e-01 2.222070535282227866e-01
8.040423485231258383e-01 1.959576514768741617e-01
8.307767067284430595e-01 1.692232932715569405e-01
8.569398561706975670e-01 1.430601438293024330e-01
8.815916363236055986e-01 1.184083636763944014e-01
9.039960317787745225e-01 9.600396822122547746e-02
9.236734753101245587e-01 7.632652468987544125e-02
9.404097520806544708e-01 5.959024791934552923e-02
9.542267380145403877e-01 4.577326198545961233e-02
9.653283904815452843e-01 3.467160951845471573e-02
9.740368212623025101e-01 2.596317873769748985e-02
9.807304175587887585e-01 1.926958244121124153e-02
9.857922449936040721e-01 1.420775500639592792e-02
9.895735641955525352e-01 1.042643580444746476e-02
9.923737871880575767e-01 7.626212811942423286e-03
9.944346971980166927e-01 5.565302801983307290e-03
9.959443663786942125e-01 4.055633621305787528e-03
9.970457731760689057e-01 2.954226823931094259e-03
9.978463222639675223e-01 2.153677736032477696e-03
9.984262348530137388e-01 1.573765146986261243e-03
9.988451949182035605e-01 1.154805081796439481e-03
9.991473914693642655e-01 8.526085306357344962e-04
9.993653244571305549e-01 6.346755428694450529e-04
9.995227080762560945e-01 4.772919237439054996e-04
9.996367051666084080e-01 3.632948333915919648e-04
9.997196455877883636e-01 2.803544122116363724e-04
9.997803349161813458e-01 2.196650838186542387e-04
9.998250363400984497e-01 1.749636599015502725e-04
9.998581953565235381e-01 1.418046434764619335e-04
9.998829664828008390e-01 1.170335171991609968e-04
9.999015911046171823e-01 9.840889538281771820e-05
9.999156657817138694e-01 8.433421828613063553e-05
9.999263313569599632e-01 7.366864304003684083e-05
9.999344055941037368e-01 6.559440589626319706e-05
9.999404759305434709e-01 5.952406945652910508e-05
9.999449642422177931e-01 5.503575778220692882e-05
9.999481720063840839e-01 5.182799361591605702e-05
9.999503117338690572e-01 4.968826613094279310e-05
9.999515287370286387e-01 4.847126297136128414e-05
9.999519160267027473e-01 4.808397329725266900e-05
9.999515242618599586e-01 4.847573814004135784e-05
9.999503680411407913e-01 4.963195885920868022e-05
9.999484293967952908e-01 5.157060320470918668e-05
9.999456590486488494e-01 5.434095135115057928e-05
9.999419757427858713e-01 5.802425721412873827e-05
9.999372638270642710e-01 6.273617293572897324e-05
9.999313690984763525e-01 6.863090152364748064e-05
9.999240928201515999e-01 7.590717984840011923e-05
9.999151836979081054e-01 8.481630209189461311e-05
9.999043275178109980e-01 9.567248218900203938e-05
9.998911339838514323e-01 1.088660161485677236e-04
9.998751201696904900e-01 1.248798303095099982e-04
9.998556898131027992e-01 1.443101868972007651e-04
9.998321074253908591e-01 1.678925746091408655e-04
