Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.3,8.1,1350.0,0
1.3,0.5,50.0,0
0.5,0.9,2050.0,0
7.3,2.1,1250.0,1
1.3,6.1,150.0,0
8.1,7.7,1250.0,0
0.1,5.7,1850.0,1
0.1,2.9,850.0,0
3.3,4.1,1250.0,1
0.1,0.1,1250.0,0
6.1,5.3,1350.0,0
0.1,6.1,850.0,0
1.7,3.3,50.0,0
0.1,3.3,1550.0,1
0.1,0.5,650.0,0
5.7,7.7,1350.0,1
2.1,6.1,1350.0,1
0.1,7.3,1550.0,1
6.9,0.5,1050.0,0
0.1,2.1,450.0,0
1.3,4.5,1350.0,0
1.3,1.3,1150.0,0
2.9,6.5,50.0,0
0.5,4.5,750.0,1
0.1,7.3,1950.0,0
1.3,2.9,1150.0,0
0.9,4.5,150.0,0
0.1,2.1,1350.0,0
0.5,1.7,150.0,0
0.5,6.1,1550.0,0
1.3,0.1,350.0,0
8.1,6.5,1250.0,0
