Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.1,2.5,-1,576241NO6LWR
8.1,1.1,-1,144594NLN5PL
1.8,8.1,-1,144644D8CRBV
4.4,0.6,-1,6246168TTXLH
1.2,5.3,-1,677944S8JAL4
1.9,0.1,-1,942542455PI1
6.2,1.0,-1,454922OQX53S
1.4,6.7,-1,564554LXI0BS
