Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.1,2.5,1
8.1,1.1,0
1.8,8.1,1
4.4,0.6,0
1.2,5.3,1
1.9,0.1,0
6.2,1.0,0
1.4,6.7,0
