Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
0.4,3.7,-1,13114356KQ29
8.1,3.5,-1,113525Q05W9U
0.6,8.1,-1,15152375NLWR
4.2,2.5,-1,074513EVLS1S
1.5,0.6,-1,1275534F7EI2
0.2,5.9,-1,054221RB51JV
6.1,3.2,-1,452345QIB35N
0.1,1.8,-1,252125IA8W11
