Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.0,6.8,1
6.5,0.1,0
3.2,2.7,1
4.3,0.7,0
3.4,5.0,1
3.4,8.1,1
4.6,2.2,1
1.8,8.1,1
