Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
4.0,0.7,0
1.4,8.1,0
0.5,3.6,0
8.1,1.5,1
1.2,0.9,1
1.2,5.8,0
6.1,0.6,0
0.3,2.1,0
