Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.5,5.8,1325.0,1
7.9,0.4,350.0,0
0.7,0.4,200.0,1
5.8,0.1,2000.0,0
7.9,5.2,1250.0,1
3.1,6.7,50.0,0
3.7,0.4,950.0,1
0.4,2.5,1100.0,1
0.4,4.3,275.0,1
7.6,1.3,1250.0,0
4.9,1.3,125.0,1
0.1,6.7,875.0,1
6.1,7.6,1400.0,0
4.0,3.1,1250.0,0
0.4,4.9,1700.0,0
1.3,0.4,800.0,0
1.0,7.6,1400.0,0
3.1,0.4,350.0,1
6.7,3.4,1250.0,0
3.7,7.6,1325.0,0
0.4,6.4,350.0,1
0.1,4.6,950.0,1
5.8,0.4,1025.0,0
1.6,2.2,50.0,1
1.9,4.0,1100.0,0
0.4,3.1,650.0,1
6.1,0.4,425.0,1
0.4,0.7,1175.0,1
3.1,1.6,50.0,1
7.3,0.4,875.0,0
6.7,1.3,125.0,0
4.3,6.1,1325.0,1
