Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.7,3.4,875.0,1
7.6,0.4,425.0,0
6.1,7.0,1400.0,0
2.5,7.3,125.0,1
1.0,7.3,1400.0,0
3.4,1.0,125.0,1
4.3,1.3,1175.0,0
7.0,3.7,1250.0,0
0.1,1.0,275.0,0
0.4,5.5,275.0,0
1.6,0.7,1025.0,0
0.7,4.6,1550.0,1
3.4,6.4,1325.0,1
6.7,0.7,1100.0,0
2.5,4.3,1175.0,1
0.7,3.1,200.0,1
4.9,4.9,1400.0,0
0.1,5.2,950.0,1
6.4,1.3,125.0,0
0.1,0.4,725.0,0
0.4,2.8,1250.0,1
1.9,0.4,200.0,1
1.9,2.2,1175.0,1
6.4,5.5,1325.0,1
3.7,3.4,1250.0,1
1.0,7.3,200.0,0
0.1,2.2,500.0,0
1.6,6.1,125.0,0
5.8,3.1,1250.0,1
7.6,4.9,1250.0,1
1.0,1.3,50.0,0
0.4,5.8,1625.0,0
