Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.2,0.5,0
1.4,8.1,0
8.1,1.5,1
0.8,4.2,0
5.2,0.9,0
0.3,1.9,0
1.4,6.1,1
3.7,0.7,0
