Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
2.2,0.5,-1,278788KRVTWN
1.4,8.1,-1,2718448B6C1M
8.1,1.5,-1,787147OR6K8U
0.8,4.2,-1,858785OAOG59
5.2,0.9,-1,515474QJ8W8C
0.3,1.9,-1,544575F0LABQ
1.4,6.1,-1,778241L2X81F
3.7,0.7,-1,518271W6SLXV
