Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.2,6.3,1575.0,1
8.1,0.3,550.0,0
8.1,8.1,1225.0,1
0.9,1.7,75.0,0
3.0,8.1,100.0,0
0.6,0.1,2050.0,0
5.0,3.5,1375.0,0
0.9,2.4,1150.0,0
5.1,2.5,50.0,0
4.0,8.1,1475.0,0
0.1,5.6,500.0,0
4.1,0.2,850.0,0
8.1,1.9,1325.0,0
0.1,3.5,2050.0,0
7.8,5.0,1275.0,1
8.1,3.1,50.0,0
2.8,5.5,1250.0,1
2.3,5.3,50.0,1
1.4,0.4,675.0,0
0.4,8.1,275.0,1
3.3,0.7,225.0,1
5.5,6.0,1450.0,0
1.6,8.1,1275.0,1
6.5,0.3,1050.0,0
5.4,8.1,50.0,1
5.7,0.7,425.0,1
3.3,2.1,1150.0,1
0.1,3.3,425.0,0
0.2,4.0,1500.0,1
0.1,1.9,1675.0,0
6.2,8.1,1475.0,0
5.2,1.6,1250.0,0
