Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.6,0.7,0
2.0,8.0,0
8.0,1.1,0
0.8,3.9,0
0.6,0.9,1
5.8,1.0,0
1.3,6.0,0
2.1,0.4,0
