Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.6,3.3,300.0,1
0.1,0.1,2050.0,1
0.1,8.1,525.0,1
0.6,0.8,175.0,1
5.9,8.1,1550.0,0
3.4,3.2,1225.0,1
8.1,1.1,1500.0,0
0.2,8.1,1775.0,0
3.2,4.9,50.0,1
0.1,4.0,1775.0,0
0.1,4.2,725.0,0
4.4,0.9,450.0,1
8.1,5.0,1275.0,1
1.1,0.1,1125.0,0
2.9,6.5,1450.0,0
2.8,8.1,75.0,0
8.1,8.0,975.0,1
8.1,0.7,725.0,1
5.7,1.5,1075.0,1
5.4,5.1,1500.0,0
5.1,3.0,50.0,1
1.8,6.1,500.0,1
1.7,3.1,300.0,1
0.8,1.7,1600.0,0
0.4,6.0,1425.0,1
6.8,3.1,1450.0,0
2.2,0.2,600.0,0
2.8,1.3,50.0,0
3.5,1.3,950.0,1
1.4,4.0,1325.0,0
6.3,1.9,550.0,1
0.1,2.2,550.0,0
