Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,2.6,1175.0,0
8.1,7.9,1275.0,0
8.1,0.8,225.0,1
7.1,0.1,2050.0,0
2.6,8.1,125.0,1
0.1,8.1,1550.0,1
3.1,1.5,50.0,1
5.8,3.6,1275.0,1
0.2,0.3,2050.0,0
0.3,4.6,250.0,0
4.0,7.3,1325.0,0
4.1,0.3,950.0,0
8.0,0.6,1150.0,1
0.1,0.6,475.0,0
0.1,4.8,1775.0,1
6.0,3.3,50.0,1
0.1,6.9,800.0,1
3.0,4.6,1275.0,1
5.4,0.4,325.0,0
0.1,0.1,1250.0,0
7.9,5.2,1300.0,0
2.4,5.6,50.0,0
0.2,4.5,850.0,0
0.9,2.3,125.0,1
1.4,6.2,1425.0,0
0.3,8.1,300.0,1
8.0,2.9,1250.0,1
6.2,6.7,1375.0,0
1.9,0.4,825.0,0
3.8,2.5,1225.0,0
5.9,1.4,1175.0,1
8.1,2.9,100.0,1
