Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.3,0.3,0
0.1,8.1,0
8.1,8.1,1
0.1,1.7,0
4.1,4.9,1
8.1,4.0,1
3.0,0.1,0
0.8,4.9,0
