Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.0,4.9,0
5.2,1.0,0
1.0,0.4,0
1.9,7.9,1
0.7,2.5,0
3.1,0.7,0
1.3,6.4,0
1.0,3.7,1
