Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.0,8.0,1200.0,1
5.0,0.1,50.0,0
0.1,8.1,275.0,0
2.4,3.5,1275.0,0
8.1,2.3,1125.0,1
0.1,8.1,1725.0,0
2.0,3.8,75.0,1
3.4,7.1,1350.0,0
0.1,6.0,1000.0,1
4.8,1.4,875.0,1
8.1,1.3,300.0,1
5.9,4.8,1300.0,1
2.5,6.7,50.0,0
2.2,2.1,650.0,1
0.9,4.2,625.0,1
8.1,5.8,1175.0,1
1.5,5.6,1500.0,0
3.1,1.6,100.0,1
1.2,6.4,500.0,1
7.0,1.0,775.0,1
4.5,3.3,1125.0,1
3.8,5.0,1425.0,0
5.5,6.8,1400.0,0
1.5,7.9,1350.0,1
0.1,7.9,800.0,1
5.7,1.3,400.0,1
6.3,2.7,975.0,1
0.6,4.2,1125.0,1
7.7,4.0,1325.0,0
7.0,0.1,50.0,0
3.8,1.0,500.0,1
0.1,6.7,1425.0,1
