Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.7,0.9,-1,297202GQTPFR
2.1,8.1,-1,747204DK3UHW
8.0,1.2,-1,261197TB3VWE
1.0,4.6,-1,487846PGS471
4.4,0.9,-1,1118707UIVSD
2.6,0.5,-1,991787GFA6EX
0.6,2.8,-1,124794GR9L2X
6.2,1.1,-1,2194722DK37B
