Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.5,7.3,50.0,1
0.1,0.1,2050.0,1
8.1,3.7,2050.0,0
0.1,8.1,1450.0,1
2.1,0.1,50.0,0
8.1,0.1,650.0,0
0.5,6.1,50.0,0
3.7,3.7,1150.0,1
4.9,8.1,2050.0,0
4.9,0.1,1950.0,0
8.1,8.1,1150.0,1
1.3,4.5,2050.0,0
5.7,2.9,50.0,0
3.7,8.1,850.0,1
0.1,1.3,950.0,1
7.7,4.1,950.0,1
4.1,0.1,850.0,0
0.1,4.9,950.0,1
8.1,0.5,1550.0,0
2.5,3.3,350.0,1
4.9,4.5,1950.0,0
8.1,7.3,1950.0,0
2.9,6.5,1550.0,0
3.3,7.7,50.0,0
0.1,8.1,650.0,1
2.5,1.3,1550.0,0
4.9,5.3,550.0,1
5.7,6.1,1250.0,1
8.1,4.9,250.0,1
6.5,0.1,50.0,0
6.1,2.5,1450.0,0
0.1,2.9,1550.0,0
