Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.0,7.6,1
7.6,5.5,1
5.8,7.9,1
7.6,6.7,1
6.7,6.7,1
6.4,7.3,1
7.3,6.1,1
7.9,6.4,1
