Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.0,7.6,-1,19946034PX2E
7.6,5.5,-1,162224PWHHBZ
5.8,7.9,-1,460214PQ9MNA
7.6,6.7,-1,026642Q1WI36
6.7,6.7,-1,400217K80MNN
6.4,7.3,-1,241721XS9Y2N
7.3,6.1,-1,147494EEAJQ5
7.9,6.4,-1,694601E73KRJ
