Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.1,1.8,1
0.1,8.1,0
8.1,8.1,1
0.1,0.1,0
4.1,5.9,1
0.5,4.1,0
8.1,4.6,1
3.3,0.2,0
