Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.6,1.4,150.0,1
8.1,8.1,1250.0,1
0.1,5.8,2025.0,1
8.1,0.2,825.0,0
2.6,8.1,150.0,1
4.3,3.7,1300.0,1
8.1,4.7,50.0,1
0.1,5.2,850.0,0
3.0,8.1,1350.0,1
0.1,0.9,1275.0,1
5.0,1.5,100.0,1
8.1,4.2,1275.0,0
3.6,0.3,925.0,0
2.1,4.6,50.0,1
8.1,1.6,125.0,1
0.1,7.4,1375.0,1
0.4,3.7,1500.0,1
6.0,6.2,1350.0,1
0.1,7.7,475.0,1
6.0,1.5,1175.0,1
2.3,5.5,1300.0,1
2.2,2.3,1150.0,1
2.8,0.3,325.0,0
0.1,2.9,625.0,0
5.8,0.4,625.0,1
0.8,0.4,700.0,0
8.1,1.2,1350.0,0
6.4,3.2,50.0,0
0.4,5.6,300.0,1
5.1,8.1,1375.0,0
6.3,3.5,1225.0,1
4.0,1.7,1250.0,0
