Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.5,1.3,1150.0,1
8.1,8.1,1250.0,1
8.1,0.5,350.0,1
1.7,8.1,150.0,1
0.1,7.7,1950.0,0
5.3,3.7,1250.0,1
3.3,1.7,50.0,1
3.3,8.1,1250.0,1
0.1,4.9,650.0,0
0.5,0.1,2050.0,0
4.9,0.1,850.0,0
6.5,3.7,50.0,1
8.1,1.3,1250.0,1
0.1,4.5,1550.0,1
0.1,1.3,250.0,0
2.1,4.9,50.0,0
8.1,4.9,1350.0,0
5.7,6.5,1350.0,1
2.5,3.3,1250.0,0
2.1,5.7,1350.0,0
5.7,0.9,250.0,1
2.9,0.9,1050.0,1
0.9,8.1,1450.0,0
0.1,6.9,450.0,0
0.1,5.3,2050.0,1
7.3,0.1,850.0,0
2.1,0.5,350.0,1
5.7,1.7,1150.0,1
3.7,7.7,50.0,1
0.5,3.3,250.0,1
8.1,2.5,150.0,1
7.3,3.3,1250.0,1
