Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.9,3.8,-1,594277FYVQQQ
6.9,1.1,-1,591578PGB3NT
2.9,0.7,-1,295552DXAZ3K
1.6,7.3,-1,959517DY3CPY
0.6,1.3,-1,581728W0C5GF
5.2,1.0,-1,488999EIA8WG
1.3,6.0,-1,547574566HXE
1.7,0.5,-1,214884TNM2RO
