Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,3.8,0
6.9,1.1,0
2.9,0.7,0
1.6,7.3,1
0.6,1.3,1
5.2,1.0,0
1.3,6.0,0
1.7,0.5,0
