Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.6,7.9,1
0.7,0.4,0
7.9,0.7,0
5.5,1.0,0
7.9,5.8,1
6.1,7.9,1
6.7,1.3,1
7.3,6.7,1
