Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.6,7.9,-1,8442600ZW7LS
0.7,0.4,-1,6024047MG3N2
7.9,0.7,-1,270864D557NU
5.5,1.0,-1,444122KAYR97
7.9,5.8,-1,617242XJLDO7
6.1,7.9,-1,782280HB2PDC
6.7,1.3,-1,601262IBKY7F
7.3,6.7,-1,2421680CO23Q
